Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3724,      2323,       62.4,       751,       20.2,       650,       17.5,        43,n.d.,n.d.,n.d.,n.d.,        38,       88.4
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10547,      5464,       51.8,      2375,       22.5,      2708,       25.7,       267,        13,        4.9,        21,        7.9,       233,       87.3
Région,RSS03,03 - Capitale-Nationale,     30656,     17713,       57.8,      6062,       19.8,      6881,       22.4,      1093,        32,        2.9,        95,        8.7,       966,       88.4
Région,RSS04,04 - Mauricie et Centre-du-Québec,     14365,      8205,       57.1,      2832,       19.7,      3328,       23.2,       513,        16,        3.1,        28,        5.5,       469,       91.4
Région,RSS05,05 - Estrie,     13757,      8063,       58.6,      2688,       19.5,      3006,       21.9,       341,         9,        2.6,        30,        8.8,       302,       88.6
Région,RSS06,06 - Montréal,    113180,     65264,       57.7,     20785,       18.4,     27131,       24.0,      4639,       145,        3.1,       265,        5.7,      4229,       91.2
Région,RSS07,07 - Outaouais,     10703,      6743,       63.0,      1850,       17.3,      2110,       19.7,       207,         6,        2.9,        19,        9.2,       182,       87.9
Région,RSS08,08 - Abitibi-Témiscamingue,      1066,       628,       58.9,       249,       23.4,       189,       17.7,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       537,       356,       66.3,        99,       18.4,        82,       15.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       107,        62,       57.9,        19,       17.8,        26,       24.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1932,       994,       51.4,       402,       20.8,       536,       27.7,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     18132,     10965,       60.5,      3548,       19.6,      3619,       20.0,       347,        10,        2.9,        32,        9.2,       305,       87.9
Région,RSS13,13 - Laval,     29341,     17869,       60.9,      5921,       20.2,      5551,       18.9,       897,        16,        1.8,        62,        6.9,       819,       91.3
Région,RSS14,14 - Lanaudière,     22879,     13668,       59.7,      4728,       20.7,      4483,       19.6,       511,        21,        4.1,        31,        6.1,       459,       89.8
Région,RSS15,15 - Laurentides,     19858,     11911,       60.0,      3945,       19.9,      4002,       20.2,       496,        24,        4.8,        36,        7.3,       436,       87.9
Région,RSS16,16 - Montérégie,     47552,     27322,       57.5,      9516,       20.0,     10714,       22.5,      1532,        51,        3.3,       102,        6.7,      1379,       90.0
Région,RSS17,17 - Nunavik,        42,        21,       50.0,         6,       14.3,        15,       35.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    338515,    197657,       58.4,     65796,       19.4,     75062,       22.2,     10946,       349,        3.2,       731,        6.7,      9866,       90.1
Groupe d'âge,0_9,Moins de 10 ans,     27954,     23801,       85.1,      3389,       12.1,       764,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     42309,     35013,       82.8,      6114,       14.5,      1182,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     47826,     38564,       80.6,      6956,       14.5,      2306,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     46117,     32183,       69.8,      9706,       21.0,      4228,        9.2,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     51117,     32037,       62.7,     12248,       24.0,      6832,       13.4,        46,        13,       28.3,        10,       21.7,        23,       50.0
Groupe d'âge,50_59,50-59 ans,     46351,     23189,       50.0,     13233,       28.5,      9929,       21.4,       199,        32,       16.1,        31,       15.6,       136,       68.3
Groupe d'âge,60_69,60-69 ans,     28568,      9574,       33.5,      8033,       28.1,     10961,       38.4,       681,        59,        8.7,        74,       10.9,       548,       80.5
Groupe d'âge,70_79,70-79 ans,     18158,      2263,       12.5,      3466,       19.1,     12429,       68.4,      2125,        77,        3.6,       188,        8.8,      1860,       87.5
Groupe d'âge,80_89,80-89 ans,     18931,       751,        4.0,      1888,       10.0,     16292,       86.1,      4306,        82,        1.9,       259,        6.0,      3965,       92.1
Groupe d'âge,90_,90 ans et plus,     11184,       282,        2.5,       763,        6.8,     10139,       90.7,      3562,        78,        2.2,       166,        4.7,      3318,       93.1
