No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,21,4,9,0,45,0.4 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,78,4,85,8,269,2.4 %
03,03 - Capitale-Nationale,4,516,208,32,320,26,1106,10.0 %
04,04 - Mauricie et Centre-du-Québec,6,151,231,21,103,5,517,4.7 %
05,05 - Estrie,3,126,76,17,111,12,345,3.1 %
06,06 - Montréal,202,2730,906,135,690,74,4737,42.6 %
07,07 - Outaouais,11,78,57,14,51,3,214,1.9 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,120,93,6,121,5,350,3.1 %
13,13 - Laval,2,509,156,53,184,5,909,8.2 %
14,14 - Lanaudière,3,250,128,12,119,3,515,4.6 %
15,15 - Laurentides,64,177,115,52,81,14,503,4.5 %
16,16 - Montérégie,15,616,382,62,461,9,1545,13.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,2,0,0,1,3,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),318,5390,2481,412,2349,165,11115,
9999,Ensemble du Québec (%),2.9 %,48.5 %,22.3 %,3.7 %,21.1 %,1.5 %,.,100.0 %

