,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3888,6,3862,26,45,2,3699,144,196934.5,1974.26,73.17,22.85
02,02 - Saguenay-Lac-Saint-Jean,10844,7,10623,221,269,0,10437,138,277505,3907.68,49.75,96.94
03,03 - Capitale-Nationale,32502,36,32150,352,1106,1,31150,246,757803,4288.98,32.36,145.95
04,04 - Mauricie et Centre-du-Québec,15033,18,14794,239,517,0,14343,173,523331.5,2872.56,32.99,98.79
05,05 - Estrie,14601,40,14086,515,345,0,13854,402,494966.5,2949.90,80.92,69.70
06,06 - Montréal,130720,158,127796,2924,4737,4,124060,1923,2072060.5,6308.70,92.52,228.61
07,07 - Outaouais,12106,29,11659,447,214,0,11677,215,402744,3005.88,53.16,53.14
08,08 - Abitibi-Témiscamingue,1112,1,1079,33,9,0,1099,4,147637,753.20,2.71,6.10
09,09 - Côte-Nord,570,0,551,19,3,0,562,5,89700.5,635.45,5.59,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,103,6,13521.5,806.12,44.49,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2000,3,1980,20,45,0,1899,56,89823,2226.60,62.47,50.10
12,12 - Chaudière-Appalaches,18765,21,18485,280,350,1,18070,345,431109.5,4352.72,79.88,81.19
13,13 - Laval,31116,29,29310,1806,909,1,29911,296,444658.5,6997.73,66.28,204.43
14,14 - Lanaudière,23726,12,23015,711,515,0,23015,196,522367,4542.02,37.36,98.59
15,15 - Laurentides,20661,15,20057,604,503,1,19943,215,630238,3278.29,33.94,79.81
16,16 - Montérégie,50554,58,48605,1949,1545,0,48419,590,1438226,3515.02,40.87,107.42
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,423,3,418,5,0,0,400,23,.,.,.,.
999,Ensemble du Québec,368899,436,358744,10155,11115,10,352807,4977,8565469.5,4306.82,57.93,129.77

