No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,89,6,19,0,130,0.9 %
02,02 - Saguenay-Lac-Saint-Jean,0,106,139,9,121,10,385,2.6 %
03,03 - Capitale-Nationale,5,610,338,39,441,35,1468,10.1 %
04,04 - Mauricie et Centre-du-Québec,5,157,623,22,114,5,926,6.4 %
05,05 - Estrie,3,152,194,26,163,16,554,3.8 %
06,06 - Montréal,216,2822,1322,157,781,79,5377,37.0 %
07,07 - Outaouais,11,93,111,15,62,3,295,2.0 %
08,08 - Abitibi-Témiscamingue,3,30,43,6,15,1,98,0.7 %
09,09 - Côte-Nord,0,0,41,0,1,0,42,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,39,0,13,0,67,0.5 %
12,12 - Chaudière-Appalaches,5,147,241,10,177,6,586,4.0 %
13,13 - Laval,4,531,255,59,203,7,1059,7.3 %
14,14 - Lanaudière,3,307,235,22,161,5,733,5.0 %
15,15 - Laurentides,63,247,231,64,99,13,717,4.9 %
16,16 - Montérégie,16,703,715,69,564,10,2077,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),337,5933,4645,504,2934,191,14544,
9999,Ensemble du Québec (%),2.3 %,40.8 %,31.9 %,3.5 %,20.2 %,1.3 %,.,100.0 %

