date,0d,1d,2d,3d
2022-01-05,2334,788,12194,1835
2022-01-06,2112,696,10767,1858
2022-01-07,1649,573,8042,1766
2022-01-08,1245,398,6174,1484
2022-01-09,973,291,5014,1296
2022-01-10,1036,292,5107,1343
2022-01-11,814,260,4104,1509
2022-01-12,748,238,3849,1776
2022-01-13,694,215,3380,1548
2022-01-14,593,200,3101,1430
2022-01-15,452,170,2567,1383
2022-01-16,437,139,2204,1071
2022-01-17,562,167,2501,1174
2022-01-18,549,198,2914,1427
2022-01-19,523,160,2482,1483
2022-01-20,492,180,2292,1425
2022-01-21,470,158,1947,1308
2022-01-22,345,106,1329,1052
2022-01-23,349,108,1216,870
2022-01-24,440,172,1631,1182
2022-01-25,485,199,1886,1502
2022-01-26,479,222,1536,1339
2022-01-27,458,210,1430,1369
2022-01-28,417,161,1372,1284
2022-01-29,350,152,1085,950
2022-01-30,330,138,899,947
2022-01-31,396,188,1266,1275
2022-02-01,507,215,1516,1448
2022-02-02,452,233,1466,1512
2022-02-03,359,164,1186,1223
2022-02-04,362,152,1117,1210
2022-02-05,273,100,738,1004
2022-02-06,263,83,721,903
2022-02-07,370,126,1141,1327
2022-02-08,412,125,1098,1449
2022-02-09,309,127,1004,1268
2022-02-10,348,88,926,1130
2022-02-11,272,84,841,1175
2022-02-12,196,43,505,745
2022-02-13,186,52,473,758
2022-02-14,229,81,671,1007
2022-02-15,213,66,699,1035
2022-02-16,243,53,635,939
2022-02-17,221,56,507,920
2022-02-18,177,43,480,774
2022-02-19,111,18,303,592
2022-02-20,107,26,317,599
2022-02-21,197,37,481,919
2022-02-22,156,49,512,875
2022-02-23,141,31,432,836
2022-02-24,127,35,404,709
2022-02-25,99,32,299,618
2022-02-26,93,19,256,513
2022-02-27,71,17,240,469
2022-02-28,142,28,391,732
2022-03-01,133,24,385,701
2022-03-02,102,27,314,690
2022-03-03,108,20,420,772
2022-03-04,93,18,281,657
2022-03-05,77,13,208,473
2022-03-06,68,13,204,474
2022-03-07,119,20,327,755
2022-03-08,119,24,375,811
2022-03-09,95,18,339,780
2022-03-10,83,15,255,723
2022-03-11,81,13,269,677
2022-03-12,68,19,192,432
2022-03-13,62,14,171,431
2022-03-14,99,15,294,870
2022-03-15,95,21,312,955
