,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1538,3,1521,17,30,0,1470,38,196934.5,780.97,19.31,15.23
02,02 - Saguenay-Lac-Saint-Jean,8813,3,8623,190,264,0,8527,22,277505,3175.80,7.93,95.13
03,03 - Capitale-Nationale,22205,19,21870,335,971,0,20948,286,757803,2930.18,37.62,128.13
04,04 - Mauricie et Centre-du-Québec,12689,11,12459,230,495,0,11994,200,523331.5,2424.66,38.14,94.59
05,05 - Estrie,11388,13,10953,435,296,0,10826,266,494966.5,2300.76,53.55,59.80
06,06 - Montréal,103952,416,101095,2857,4483,5,95442,4027,2072060.5,5016.84,193.75,216.35
07,07 - Outaouais,6169,30,5765,404,158,0,5868,143,402744,1531.74,35.36,39.23
08,08 - Abitibi-Témiscamingue,803,6,770,33,7,0,754,42,147637,543.90,28.44,4.74
09,09 - Côte-Nord,352,1,337,15,3,0,346,3,89700.5,392.42,3.36,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1705,0,1686,19,45,0,1656,4,89823,1898.18,4.46,50.10
12,12 - Chaudière-Appalaches,11652,4,11388,264,286,0,11251,115,431109.5,2702.79,26.63,66.34
13,13 - Laval,24146,97,22646,1500,864,1,22504,778,444658.5,5430.23,174.22,194.31
14,14 - Lanaudière,19917,51,19206,711,490,2,18829,598,522367,3812.84,113.98,93.80
15,15 - Laurentides,15936,41,15335,601,463,1,14990,483,630238,2528.57,76.24,73.46
16,16 - Montérégie,41165,109,39468,1697,1461,2,38606,1098,1438226,2862.21,76.05,101.58
17,17 - Nunavik,41,1,39,2,0,0,39,2,14336.5,285.98,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,113,4,18507,643.00,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,246,0,242,4,0,0,243,3,.,.,.,.
999,Ensemble du Québec,282927,805,273611,9316,10318,11,264497,8112,8565469.5,3303.11,94.41,120.46

