,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1539,1,1522,17,30,0,1476,33,196934.5,781.48,16.77,15.23
02,02 - Saguenay-Lac-Saint-Jean,8813,0,8623,190,264,0,8530,19,277505,3175.80,6.85,95.13
03,03 - Capitale-Nationale,22229,24,21895,334,972,1,20982,275,757803,2933.35,36.18,128.27
04,04 - Mauricie et Centre-du-Québec,12700,11,12470,230,495,0,12008,197,523331.5,2426.76,37.57,94.59
05,05 - Estrie,11405,17,10967,438,297,1,10866,242,494966.5,2304.20,48.71,60.00
06,06 - Montréal,104312,360,101455,2857,4487,4,95888,3937,2072060.5,5034.22,189.42,216.55
07,07 - Outaouais,6193,24,5787,406,158,0,5897,138,402744,1537.70,34.12,39.23
08,08 - Abitibi-Témiscamingue,808,5,775,33,7,0,765,36,147637,547.29,24.38,4.74
09,09 - Côte-Nord,353,1,338,15,3,0,346,4,89700.5,393.53,4.48,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1706,1,1687,19,45,0,1656,5,89823,1899.29,5.58,50.10
12,12 - Chaudière-Appalaches,11660,8,11396,264,286,0,11268,106,431109.5,2704.65,24.54,66.34
13,13 - Laval,24212,66,22708,1504,866,2,22607,739,444658.5,5445.08,165.48,194.76
14,14 - Lanaudière,19976,59,19265,711,491,1,18906,579,522367,3824.13,110.36,94.00
15,15 - Laurentides,16004,68,15403,601,464,1,15034,506,630238,2539.36,79.87,73.62
16,16 - Montérégie,41259,94,39548,1711,1463,2,38738,1058,1438226,2868.74,73.28,101.72
17,17 - Nunavik,41,0,39,2,0,0,39,2,14336.5,285.98,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,113,4,18507,643.00,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,246,0,242,4,0,0,246,0,.,.,.,.
999,Ensemble du Québec,283666,739,274328,9338,10330,12,265456,7880,8565469.5,3311.74,91.71,120.60

