No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,100,6,25,0,147,1.0 %
02,02 - Saguenay-Lac-Saint-Jean,0,117,143,10,123,11,404,2.7 %
03,03 - Capitale-Nationale,5,613,347,39,444,35,1483,10.1 %
04,04 - Mauricie et Centre-du-Québec,5,157,645,22,114,5,948,6.4 %
05,05 - Estrie,3,154,196,26,168,16,563,3.8 %
06,06 - Montréal,216,2826,1337,158,785,79,5401,36.7 %
07,07 - Outaouais,11,94,112,15,62,4,298,2.0 %
08,08 - Abitibi-Témiscamingue,3,33,46,6,16,1,105,0.7 %
09,09 - Côte-Nord,0,0,41,0,1,0,42,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,47,0,13,0,76,0.5 %
12,12 - Chaudière-Appalaches,5,151,247,10,179,6,598,4.1 %
13,13 - Laval,4,536,261,59,203,7,1070,7.3 %
14,14 - Lanaudière,3,311,235,22,163,5,739,5.0 %
15,15 - Laurentides,63,249,232,64,99,13,720,4.9 %
16,16 - Montérégie,16,703,724,70,567,10,2090,14.2 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),337,5973,4742,507,2962,193,14714,
9999,Ensemble du Québec (%),2.3 %,40.6 %,32.2 %,3.4 %,20.1 %,1.3 %,.,100.0 %

