Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;160;145,7;4553;4145;0;;0;
5-9 ans;n.d.;231;214,7;6114;5683,2;0;;0;
10-19 ans;n.d.;599;301,1;14108;7092,5;0;;0;
20-29 ans;n.d.;579;177,8;21509;6606,4;0;;< 5;n.p.
30-39 ans;n.d.;458;139,5;19758;6019,9;0;;7;n.p.
40-49 ans;n.d.;459;165,3;19192;6913,7;< 5;n.p.;21;* 7,6
50-59 ans;n.d.;363;141,5;15800;6159,8;< 5;n.p.;96;37,4
60-69 ans;n.d.;171;79;9719;4492,6;< 5;n.p.;317;146,5
70-79 ans;n.d.;66;45,7;6345;4390,8;< 5;n.p.;820;567,4
80 ans et +;n.d.;91;90,5;11875;11805,2;12;* 11,9;3436;3415,8
Manquant;n.d.;< 5;;98;;0;;0;
Total;189;3179;153,9;129071;6248,4;20;* 1;4700;227,5
