,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,13746,75,13707,39,95,2,12539,1112,197738.33333,6951.61,562.57,48.04,98
02,02 - Saguenay-Lac-Saint-Jean,23228,88,22869,359,329,4,21872,1027,278600,8337.40,368.63,118.09,145
03,03 - Capitale-Nationale,70937,233,70572,365,1354,6,66191,3392,761103.66667,9320.28,442.49,177.90,431
04,04 - Mauricie et Centre-du-Québec,46902,147,46664,238,840,7,43880,2182,527666.66667,8888.57,411.48,159.19,253
05,05 - Estrie,40699,92,40174,525,526,7,39108,1065,502406,8100.82,209.65,104.70,136
06,06 - Montréal,277105,440,273752,3353,5276,0,266721,5108,2061667.3333,13440.82,246.59,255.91,714
07,07 - Outaouais,34568,66,34123,445,283,2,33380,905,405378.66667,8527.34,220.87,69.81,119
08,08 - Abitibi-Témiscamingue,6924,40,6885,39,56,0,6362,506,147876.33333,4682.29,342.03,37.87,61
09,09 - Côte-Nord,4774,38,4747,27,21,3,4140,613,90082.333333,5299.60,683.63,23.31,69
10,10 - Nord-du-Québec,941,7,771,170,2,0,910,29,13383.666667,7030.96,217.98,14.94,16
11,11 - Gaspésie-Îles-de-la-Madeleine,4983,29,4947,36,50,0,4684,249,90783.333333,5488.89,273.94,55.08,13
12,12 - Chaudière-Appalaches,50555,115,50278,277,519,5,48007,2029,434525.66667,11634.53,464.76,119.44,161
13,13 - Laval,64960,106,63000,1960,1025,1,62798,1137,445993.33333,14565.24,252.60,229.82,134
14,14 - Lanaudière,61449,87,60735,714,708,1,59126,1615,530581,11581.46,300.74,133.44,172
15,15 - Laurentides,67230,132,66623,607,679,10,64838,1713,640046.66667,10503.92,264.06,106.09,177
16,16 - Montérégie,126098,245,124193,1905,1981,7,120653,3464,1452381.3333,8682.16,236.16,136.40,370
17,17 - Nunavik,2552,19,2548,4,9,0,2348,195,14619,17456.73,1311.28,61.56,23
18,18 - Terres-Cries-de-la-Baie-James,2043,13,1827,216,12,1,1885,146,18660.333333,10948.36,769.60,64.31,19
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2548,1,2540,8,1,0,2523,24,.,.,.,.,8
999,Ensemble du Québec,902246,1973,890958,11288,13766,56,861969,26511,8613493.6667,10474.80,305.52,159.82,3119

