,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4703,15,4681,22,63,0,4508,132,196934.5,2388.10,67.07,31.99,8
02,02 - Saguenay-Lac-Saint-Jean,11724,39,11501,223,274,0,11254,196,277505,4224.79,70.66,98.74,6
03,03 - Capitale-Nationale,36417,130,36058,359,1140,0,34645,632,757803,4805.60,83.14,150.43,39
04,04 - Mauricie et Centre-du-Québec,19534,149,19295,239,577,0,18134,823,523331.5,3732.62,156.96,110.26,80
05,05 - Estrie,21798,176,21273,525,386,1,19880,1532,494966.5,4403.93,308.39,77.99,184
06,06 - Montréal,160342,556,157358,2984,4866,3,151743,3733,2072060.5,7738.29,179.60,234.84,359
07,07 - Outaouais,14827,33,14383,444,223,0,14396,208,402744,3681.49,51.43,55.37,17
08,08 - Abitibi-Témiscamingue,1564,4,1531,33,13,0,1475,76,147637,1059.36,51.47,8.81,10
09,09 - Côte-Nord,838,-2,815,23,5,0,820,13,89700.5,934.22,14.55,5.57,0
10,10 - Nord-du-Québec,144,3,142,2,0,0,137,7,13521.5,1064.97,51.91,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2358,3,2335,23,48,0,2283,27,89823,2625.16,30.12,53.44,3
12,12 - Chaudière-Appalaches,25446,168,25174,272,387,0,24089,970,431109.5,5902.44,224.58,89.77,118
13,13 - Laval,39507,151,37551,1956,940,0,37560,1007,444658.5,8884.80,225.50,211.40,69
14,14 - Lanaudière,29599,143,28888,711,536,1,28246,817,522367,5666.32,155.73,102.61,71
15,15 - Laurentides,28281,193,27676,605,533,1,26743,1005,630238,4487.35,158.64,84.57,53
16,16 - Montérégie,62646,249,60726,1920,1605,0,59365,1676,1438226,4355.78,116.09,111.60,138
17,17 - Nunavik,1042,0,1038,4,1,0,993,48,14336.5,7268.16,333.03,6.98,14
18,18 - Terres-Cries-de-la-Baie-James,145,0,145,0,5,0,140,0,18507,783.49,0.00,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1327,3,1320,7,1,0,1307,19,.,.,.,.,2
999,Ensemble du Québec,462246,2013,451893,10353,11603,6,437722,12921,8565469.5,5396.62,150.39,135.46,1171

