No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,71,6,18,0,111,0.8 %
02,02 - Saguenay-Lac-Saint-Jean,0,104,128,9,114,9,364,2.5 %
03,03 - Capitale-Nationale,5,605,324,38,430,34,1436,10.1 %
04,04 - Mauricie et Centre-du-Québec,5,157,603,22,114,5,906,6.3 %
05,05 - Estrie,3,150,198,26,159,14,550,3.8 %
06,06 - Montréal,215,2810,1307,157,771,79,5339,37.4 %
07,07 - Outaouais,11,93,108,15,61,3,291,2.0 %
08,08 - Abitibi-Témiscamingue,3,22,43,3,8,0,79,0.6 %
09,09 - Côte-Nord,0,0,38,0,1,0,39,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,30,0,13,0,58,0.4 %
12,12 - Chaudière-Appalaches,5,146,232,10,167,6,566,4.0 %
13,13 - Laval,4,531,250,57,199,7,1048,7.3 %
14,14 - Lanaudière,3,307,227,22,158,5,722,5.1 %
15,15 - Laurentides,63,244,224,64,99,13,707,4.9 %
16,16 - Montérégie,16,696,697,69,554,10,2042,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),336,5893,4509,498,2866,186,14288,
9999,Ensemble du Québec (%),2.4 %,41.2 %,31.6 %,3.5 %,20.1 %,1.3 %,.,100.0 %

