,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,16205,116,16166,39,111,0,15180,914,197738.33333,8195.17,462.40,56.13,31
02,02 - Saguenay-Lac-Saint-Jean,25495,107,25134,361,364,0,24377,754,278600,9151.11,270.64,130.65,25
03,03 - Capitale-Nationale,76794,324,76433,361,1436,4,73428,1930,761103.66667,10089.82,251.77,188.67,115
04,04 - Mauricie et Centre-du-Québec,50517,180,50277,240,906,2,48239,1372,527666.66667,9573.66,258.73,171.70,90
05,05 - Estrie,43043,113,42518,525,550,3,41883,610,502406,8567.37,120.08,109.47,52
06,06 - Montréal,285165,405,281802,3363,5339,1,277194,2632,2061667.3333,13831.77,127.06,258.97,143
07,07 - Outaouais,36054,53,35609,445,291,0,35387,376,405378.66667,8893.91,91.77,71.78,33
08,08 - Abitibi-Témiscamingue,8467,87,8426,41,79,0,7942,446,147876.33333,5725.73,301.47,53.42,34
09,09 - Côte-Nord,6410,78,6383,27,39,0,5731,640,90082.333333,7115.71,713.74,43.29,22
10,10 - Nord-du-Québec,1168,4,960,208,4,0,1125,39,13383.666667,8727.06,293.14,29.89,6
11,11 - Gaspésie-Îles-de-la-Madeleine,6613,122,6577,36,58,0,5836,719,90783.333333,7284.38,791.01,63.89,76
12,12 - Chaudière-Appalaches,54553,174,54270,283,566,2,52439,1548,434525.66667,12554.61,354.58,130.26,68
13,13 - Laval,66669,59,64706,1963,1048,0,65160,461,445993.33333,14948.43,102.42,234.98,50
14,14 - Lanaudière,63604,74,62888,716,722,1,62237,645,530581,11987.61,120.11,136.08,38
15,15 - Laurentides,70871,137,70264,607,707,0,69200,964,640046.66667,11072.79,148.60,110.46,44
16,16 - Montérégie,132010,236,130102,1908,2042,1,128159,1809,1452381.3333,9089.21,123.33,140.60,103
17,17 - Nunavik,2788,3,2784,4,10,0,2729,49,14619,19071.07,329.50,68.40,3
18,18 - Terres-Cries-de-la-Baie-James,2165,18,1795,370,14,0,2035,116,18660.333333,11602.15,611.46,75.03,13
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2700,5,2692,8,2,0,2655,43,.,.,.,.,2
999,Ensemble du Québec,951295,2295,939789,11506,14288,14,920940,16067,8613493.6667,11044.24,185.16,165.88,948

