,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,925,45,912,13,21,1,686,218,197074,469.37,110.62,10.66
02,02 - Saguenay–Lac-Saint-Jean,5466,63,5310,156,135,2,4419,912,277632,1968.79,328.49,48.63
03,03 - Capitale-Nationale,12250,167,11994,256,459,4,10194,1597,755459,1621.53,211.39,60.76
04,04 - Mauricie et Centre-du-Québec,7217,92,7012,205,273,0,6002,942,522341,1381.66,180.34,52.26
05,05 - Estrie,4961,126,4643,318,68,2,4098,795,493163,1005.96,161.20,13.79
06,06 - Montréal,52221,373,49461,2760,3649,8,45031,3541,2065657,2528.06,171.42,176.65
07,07 - Outaouais,3623,29,3346,277,83,2,3274,266,401032,903.42,66.33,20.70
08,08 - Abitibi-Témiscamingue,275,0,243,32,4,0,255,16,147616,186.29,10.84,2.71
09,09 - Côte-Nord,213,3,200,13,2,0,195,16,90033,236.58,17.77,2.22
10,10 - Nord-du-Québec,54,-1,52,2,0,0,52,2,13558,398.29,14.75,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1389,5,1370,19,40,0,1281,68,89998,1543.37,75.56,44.45
12,12 - Chaudière-Appalaches,5615,86,5376,239,138,2,4897,580,430309,1304.88,134.79,32.07
13,13 - Laval,11824,136,10611,1213,728,2,10196,900,442745,2670.61,203.28,164.43
14,14 - Lanaudière,11619,149,10920,699,333,1,10065,1221,520092,2234.03,234.77,64.03
15,15 - Laurentides,8077,50,7482,595,338,1,7376,363,626968,1288.26,57.90,53.91
16,16 - Montérégie,20634,145,19396,1238,883,5,18009,1742,1432751,1440.17,121.58,61.63
17,17 - Nunavik,28,0,26,2,0,0,28,0,14260,196.35,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,16,0,16,0,1,0,15,0,18385,87.03,0.00,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,122,2,120,2,0,0,103,19,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,146532,1470,138493,8039,7155,30,126179,13198,8539073,1716.02,154.56,83.79
