No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,4,4,4,6,0,21,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,49,43,1,35,6,135,1.9 %
3,03 - Capitale-Nationale,3,259,83,4,102,8,459,6.4 %
4,04 - Mauricie et Centre-du-Québec,6,124,63,18,57,5,273,3.8 %
5,05 - Estrie,1,19,15,1,27,5,68,1.0 %
6,06 - Montréal,191,2487,370,105,450,46,3649,51.0 %
7,07 - Outaouais,6,21,16,11,25,4,83,1.2 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,13,0,13,0,40,0.6 %
12,12 - Chaudière-Appalaches,5,46,32,6,45,4,138,1.9 %
13,13 - Laval,2,472,66,43,139,6,728,10.2 %
14,14 - Lanaudière,3,190,58,6,74,2,333,4.7 %
15,15 - Laurentides,59,119,57,30,61,12,338,4.7 %
16,16 - Montérégie,13,407,159,40,251,13,883,12.3 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),293,4211,984,269,1286,112,7155,
9999,Ensemble du Québec (%),4.1 %,58.9 %,13.8 %,3.8 %,18.0 %,1.6 %,           .,100.0 %
