,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3832,29,3806,26,40,0,3541,251,196934.5,1945.82,127.54,20.31
02,02 - Saguenay-Lac-Saint-Jean,10774,25,10553,221,269,0,10307,198,277505,3882.45,71.38,96.94
03,03 - Capitale-Nationale,32386,24,32034,352,1105,0,30959,322,757803,4273.67,42.36,145.82
04,04 - Mauricie et Centre-du-Québec,14962,27,14723,239,517,1,14203,242,523331.5,2858.99,46.15,98.79
05,05 - Estrie,14411,41,13898,513,342,0,13586,483,494966.5,2911.51,97.23,69.10
06,06 - Montréal,130025,159,127103,2922,4726,3,123049,2250,2072060.5,6275.15,108.25,228.08
07,07 - Outaouais,12022,22,11576,446,211,2,11553,258,402744,2985.02,63.79,52.39
08,08 - Abitibi-Témiscamingue,1111,0,1078,33,9,0,1099,3,147637,752.52,2.03,6.10
09,09 - Côte-Nord,569,0,550,19,3,0,553,13,89700.5,634.33,14.55,3.34
10,10 - Nord-du-Québec,107,1,105,2,0,0,101,6,13521.5,791.33,44.49,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2000,5,1980,20,45,0,1885,70,89823,2226.60,78.08,50.10
12,12 - Chaudière-Appalaches,18630,23,18350,280,346,0,17795,489,431109.5,4321.41,113.22,80.26
13,13 - Laval,30990,45,29194,1796,908,0,29672,410,444658.5,6969.39,91.81,204.20
14,14 - Lanaudière,23651,19,22940,711,513,0,22863,275,522367,4527.66,52.42,98.21
15,15 - Laurentides,20549,16,19945,604,500,0,19796,253,630238,3260.51,39.94,79.34
16,16 - Montérégie,50301,63,48354,1947,1544,0,47985,772,1438226,3497.43,53.47,107.35
17,17 - Nunavik,48,1,46,2,0,0,46,2,14336.5,334.81,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,409,5,404,5,0,0,386,23,.,.,.,.
999,Ensemble du Québec,366899,505,356761,10138,11081,6,349498,6320,8565469.5,4283.47,73.56,129.37

