No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,7,0,25,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,77,70,2,81,8,239,2.7 %
3,03 - Capitale-Nationale,3,418,111,9,230,20,791,9.0 %
4,04 - Mauricie et Centre-du-Québec,6,128,140,20,89,5,388,4.4 %
5,05 - Estrie,1,105,28,13,61,9,217,2.5 %
6,06 - Montréal,199,2597,505,116,527,57,4001,45.4 %
7,07 - Outaouais,7,49,32,11,37,1,137,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,16,0,13,0,43,0.5 %
12,12 - Chaudière-Appalaches,5,82,50,6,61,4,208,2.4 %
13,13 - Laval,2,475,98,50,155,6,786,8.9 %
14,14 - Lanaudière,3,234,85,7,90,2,421,4.8 %
15,15 - Laurentides,60,140,71,35,68,12,386,4.4 %
16,16 - Montérégie,13,526,225,48,338,13,1163,13.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),303,4852,1443,321,1758,138,8815,
9999,Ensemble du Québec (%),3.4 %,55.0 %,16.4 %,3.6 %,19.9 %,1.6 %,           .,100.0 %
