No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,166,5,20742,      800.31,       24.15
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,261,n.d.,34840,      749.14,n.d.
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,86,n.d.,19055.5,      451.31,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,28,0,8507,      329.14,        0.00
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,582,n.d.,57728,     1008.18,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,83,n.d.,17948.5,      462.43,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,207,n.d.,20658.5,     1002.01,n.d.
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,50,n.d.,17455,      286.45,n.d.
01,01 - Bas-Saint-Laurent,,Total,1477,20,196934.5,      750.00,       10.16
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,314,9,31025,     1012.09,       29.06
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,680,10,25019.5,     2717.88,       40.04
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2308,n.d.,52281,     4414.61,n.d.
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2050,12,67384,     3042.27,       17.82
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2786,9,79237.5,     3516.01,       11.35
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,620,n.d.,22558,     2748.47,n.d.
02,02 - Saguenay–Lac-Saint-Jean,,Total,8766,45,277505,     3158.86,       16.22
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1358,29,55121,     2463.67,       52.40
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,10082,399,321832.5,     3132.69,      123.66
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,9490,259,352784,     2690.03,       73.14
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,505,n.d.,28065.5,     1799.36,n.d.
03,03 - Capitale-Nationale,,Total,21649,694,757803,     2856.81,       91.30
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,325,25,15002,     2166.38,      166.84
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,397,17,25591.5,     1551.30,       66.35
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,524,16,22969.5,     2281.29,       69.63
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1362,86,64680,     2105.75,      132.88
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3473,119,143710,     2416.67,       82.64
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,743,33,44674,     1663.16,       73.78
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,3195,158,108252,     2951.45,      145.45
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,2229,43,98452.5,     2264.04,       43.58
04,04 - Mauricie et Centre-du-Québec,,Total,12353,500,523331.5,     2360.45,       95.36
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,880,62,56363,     1561.31,      109.54
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,2780,69,106352,     2613.96,       64.58
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,645,22,52727.5,     1223.27,       41.56
05,05 - Estrie,0514,0514 - RLS de Coaticook,398,13,18758.5,     2121.70,       69.24
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,3825,104,170859,     2238.69,       60.59
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,572,30,31559.5,     1812.45,       94.85
05,05 - Estrie,0517,0517 - RLS d'Asbestos,515,n.d.,14238.5,     3616.95,n.d.
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,385,14,22777.5,     1690.26,       61.39
