No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,92,73,3,85,8,262,2.6 %
3,03 - Capitale-Nationale,3,490,128,20,278,24,943,9.5 %
4,04 - Mauricie et Centre-du-Québec,6,146,196,21,97,5,471,4.7 %
5,05 - Estrie,3,122,47,17,83,11,283,2.8 %
6,06 - Montréal,200,2701,656,124,615,65,4361,43.7 %
7,07 - Outaouais,8,63,33,12,39,1,156,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,100,65,6,88,4,268,2.7 %
13,13 - Laval,2,503,116,51,168,6,846,8.5 %
14,14 - Lanaudière,3,248,103,11,103,2,470,4.7 %
15,15 - Laurentides,62,166,82,48,77,13,448,4.5 %
16,16 - Montérégie,16,587,294,58,417,8,1380,13.8 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),312,5241,1824,375,2073,148,9973,
9999,Ensemble du Québec (%),3.1 %,52.6 %,18.3 %,3.8 %,20.8 %,1.5 %,           .,100.0 %
