,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4591,11,4569,22,63,0,4448,80,196934.5,2331.23,40.65,31.99,5
02,02 - Saguenay-Lac-Saint-Jean,11527,15,11305,222,274,0,11208,45,277505,4153.80,16.22,98.74,2
03,03 - Capitale-Nationale,35831,45,35472,359,1140,0,34381,310,757803,4728.27,40.78,150.43,32
04,04 - Mauricie et Centre-du-Québec,18756,78,18519,237,575,0,17740,441,523331.5,3583.96,84.11,109.87,51
05,05 - Estrie,20453,138,19928,525,384,0,18775,1294,494966.5,4132.20,260.48,77.58,78
06,06 - Montréal,157111,335,154127,2984,4863,0,149601,2647,2072060.5,7582.36,127.35,234.69,177
07,07 - Outaouais,14619,29,14175,444,223,0,14283,113,402744,3629.85,27.94,55.37,7
08,08 - Abitibi-Témiscamingue,1502,10,1469,33,12,0,1367,123,147637,1017.36,83.30,8.13,27
09,09 - Côte-Nord,826,3,803,23,5,0,813,8,89700.5,920.84,8.95,5.57,0
10,10 - Nord-du-Québec,137,0,135,2,0,0,137,0,13521.5,1013.20,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2331,0,2310,21,48,0,2267,16,89823,2595.10,17.85,53.44,0
12,12 - Chaudière-Appalaches,24451,114,24180,271,385,1,23399,667,431109.5,5671.64,154.43,89.30,50
13,13 - Laval,38575,45,36631,1944,939,0,37059,577,444658.5,8675.20,129.21,211.17,37
14,14 - Lanaudière,28851,72,28141,710,534,0,27730,587,522367,5523.13,111.89,102.23,71
15,15 - Laurentides,27321,74,26717,604,531,0,26069,721,630238,4335.03,113.81,84.25,108
16,16 - Montérégie,61177,159,59257,1920,1600,1,58482,1095,1438226,4253.64,75.85,111.25,66
17,17 - Nunavik,1001,14,993,8,1,0,885,115,14336.5,6982.18,797.89,6.98,9
18,18 - Terres-Cries-de-la-Baie-James,145,0,145,0,5,0,140,0,18507,783.49,0.00,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1304,4,1297,7,1,0,1273,30,.,.,.,.,2
999,Ensemble du Québec,450513,1146,440176,10337,11583,2,430061,8869,8565469.5,5259.64,103.23,135.23,722

