,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3973,1,3947,26,53,0,3912,8,196934.5,2017.42,4.07,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11026,0,10804,222,271,0,10753,2,277505,3973.26,0.72,97.66,0
03,03 - Capitale-Nationale,32841,4,32487,354,1118,0,31695,28,757803,4333.71,3.68,147.53,4
04,04 - Mauricie et Centre-du-Québec,15218,0,14978,240,526,0,14687,5,523331.5,2907.91,0.95,100.51,1
05,05 - Estrie,14923,2,14405,518,352,0,14561,10,494966.5,3014.95,2.01,71.12,3
06,06 - Montréal,133386,28,130442,2944,4772,0,128309,305,2072060.5,6437.36,14.67,230.30,21
07,07 - Outaouais,12586,3,12138,448,215,0,12351,20,402744,3125.06,4.94,53.38,1
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1137,0,147637,776.23,0.00,6.10,0
09,09 - Côte-Nord,579,0,560,19,4,0,575,0,89700.5,645.48,0.00,4.46,0
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2065,0,2045,20,46,0,2018,1,89823,2298.97,1.12,51.21,0
12,12 - Chaudière-Appalaches,19297,1,19016,281,368,0,18919,10,431109.5,4476.12,2.32,85.36,0
13,13 - Laval,31848,10,30018,1830,915,0,30839,94,444658.5,7162.35,21.05,205.78,6
14,14 - Lanaudière,24121,3,23408,713,517,0,23566,38,522367,4617.63,7.24,98.97,6
15,15 - Laurentides,21065,1,20461,604,510,0,20528,27,630238,3342.39,4.26,80.92,3
16,16 - Montérégie,51578,7,49618,1960,1557,0,49927,94,1438226,3586.22,6.51,108.26,6
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,500,1,495,5,0,0,486,14,.,.,.,.,1
999,Ensemble du Québec,376431,61,366209,10222,11236,0,364539,656,8565469.5,4394.75,7.64,131.18,53

