Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;< 5;11;* 10;4804;4373,6;0;;0;
5-9 ans;11;20;* 18,6;6319;5873,8;0;;0;
10-19 ans;12;31;* 15,6;14661;7370,5;0;;0;
20-29 ans;86;145;44,5;22579;6935;0;;< 5;n.p.
30-39 ans;47;87;26,5;20469;6236,5;0;;7;n.p.
40-49 ans;24;48;17,3;19821;7140,3;0;;22;* 7,9
50-59 ans;12;24;* 9,4;16280;6347;< 5;n.p.;105;40,9
60-69 ans;5;14;* 6,5;9933;4591,5;0;;331;153
70-79 ans;< 5;10;* 6,9;6472;4478,6;< 5;n.p.;837;579,2
80 ans et +;0;< 5;n.p.;11956;11885,8;< 5;n.p.;3467;3446,6
Manquant;0;0;;92;;0;;0;
Total;203;393;19;133386;6457,3;< 5;n.p.;4772;231
