,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1650,6,1632,18,30,0,1585,35,196934.5,837.84,17.79,15.23
02,02 - Saguenay-Lac-Saint-Jean,9154,46,8957,197,265,0,8629,260,277505,3298.68,93.73,95.49
03,03 - Capitale-Nationale,23175,36,22836,339,1005,2,21778,392,757803,3058.18,51.57,132.62
04,04 - Mauricie et Centre-du-Québec,13029,10,12797,232,508,0,12414,107,523331.5,2489.63,20.41,97.07
05,05 - Estrie,11866,6,11400,466,318,0,11417,131,494966.5,2397.33,26.37,64.25
06,06 - Montréal,112707,264,109822,2885,4591,2,104952,3164,2072060.5,5439.37,152.23,221.57
07,07 - Outaouais,6880,53,6459,421,170,0,6425,285,402744,1708.28,70.47,42.21
08,08 - Abitibi-Témiscamingue,912,8,879,33,7,0,879,26,147637,617.73,17.61,4.74
09,09 - Côte-Nord,359,0,344,15,3,0,352,4,89700.5,400.22,4.48,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,87,1,13521.5,650.82,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1746,-1,1727,19,45,0,1689,12,89823,1943.82,13.39,50.10
12,12 - Chaudière-Appalaches,11947,16,11679,268,288,0,11514,145,431109.5,2771.22,33.57,66.80
13,13 - Laval,26337,65,24742,1595,881,0,24779,677,444658.5,5922.97,151.60,198.13
14,14 - Lanaudière,21375,33,20664,711,500,1,20371,504,522367,4091.95,96.07,95.72
15,15 - Laurentides,17407,41,16804,603,480,0,16593,334,630238,2761.97,52.72,76.16
16,16 - Montérégie,43269,64,41425,1844,1505,0,41049,715,1438226,3008.50,49.53,104.64
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,115,1,18507,643.00,5.37,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,269,1,264,5,0,0,262,7,.,.,.,.
999,Ensemble du Québec,302339,648,292684,9655,10599,5,284940,6800,8565469.5,3529.74,79.14,123.74

