,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3634,50,3610,24,40,0,3165,429,196934.5,1845.28,217.99,20.31
02,02 - Saguenay-Lac-Saint-Jean,10578,31,10363,215,268,1,10116,194,277505,3811.82,69.94,96.57
03,03 - Capitale-Nationale,32126,70,31774,352,1102,0,30459,565,757803,4239.36,74.33,145.42
04,04 - Mauricie et Centre-du-Québec,14736,37,14498,238,514,0,13881,341,523331.5,2815.81,65.04,98.22
05,05 - Estrie,14029,64,13520,509,340,0,13150,539,494966.5,2834.33,108.50,68.69
06,06 - Montréal,128426,238,125504,2922,4700,2,121404,2322,2072060.5,6197.99,111.72,226.83
07,07 - Outaouais,11790,19,11344,446,208,1,11302,280,402744,2927.42,69.23,51.65
08,08 - Abitibi-Témiscamingue,1107,1,1074,33,9,0,1092,6,147637,749.81,4.06,6.10
09,09 - Côte-Nord,557,0,539,18,3,0,532,22,89700.5,620.96,24.62,3.34
10,10 - Nord-du-Québec,101,1,99,2,0,0,94,7,13521.5,746.96,51.91,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1929,5,1909,20,45,0,1821,63,89823,2147.56,70.27,50.10
12,12 - Chaudière-Appalaches,18189,84,17909,280,335,3,17006,848,431109.5,4219.11,196.34,77.71
13,13 - Laval,30619,65,28825,1794,906,1,29193,520,444658.5,6885.96,116.44,203.75
14,14 - Lanaudière,23467,48,22755,712,511,0,22680,276,522367,4492.44,52.61,97.82
15,15 - Laurentides,20294,29,19690,604,499,0,19509,286,630238,3220.05,45.15,79.18
16,16 - Montérégie,49675,90,47729,1946,1542,0,47205,928,1438226,3453.91,64.28,107.22
17,17 - Nunavik,47,1,45,2,0,0,46,1,14336.5,327.83,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,9,0,9,0,0,0,3,6,.,.,.,.
99,Hors Québec,388,5,383,5,0,0,368,20,.,.,.,.
999,Ensemble du Québec,361820,838,351698,10122,11025,8,343142,7653,8565469.5,4224.17,89.07,128.71

