,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,5136,95,5114,22,64,0,4669,403,197776,2596.88,203.98,32.36,19
02,02 - Saguenay-Lac-Saint-Jean,12203,57,11978,225,276,0,11600,327,278602,4380.08,117.53,99.07,28
03,03 - Capitale-Nationale,38618,360,38259,359,1142,0,35577,1899,758366,5092.26,249.98,150.59,84
04,04 - Mauricie et Centre-du-Québec,21855,292,21615,240,582,0,19283,1990,526357.5,4152.12,377.59,110.57,70
05,05 - Estrie,25025,431,24499,526,393,0,21854,2778,499619.5,5008.81,553.72,78.66,126
06,06 - Montréal,172109,1757,169121,2988,4876,0,156712,10521,2056759,8367.97,514.81,237.07,415
07,07 - Outaouais,15895,185,15451,444,223,0,14770,902,403199,3942.22,222.71,55.31,29
08,08 - Abitibi-Témiscamingue,1743,33,1710,33,14,0,1564,165,147844,1178.95,111.64,9.47,5
09,09 - Côte-Nord,961,18,936,25,5,0,836,120,90289.5,1064.35,133.26,5.54,3
10,10 - Nord-du-Québec,140,0,138,2,0,0,139,1,13423.5,1042.95,7.48,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2419,12,2396,23,48,0,2321,50,90727,2666.24,55.09,52.91,3
12,12 - Chaudière-Appalaches,28447,443,28176,271,389,0,25459,2599,433504,6562.11,598.54,89.73,96
13,13 - Laval,41720,250,39752,1968,944,1,38981,1795,443929,9397.90,403.18,212.65,120
14,14 - Lanaudière,32228,508,31517,711,537,0,29479,2212,527366.5,6111.12,417.07,101.83,112
15,15 - Laurentides,31237,556,30632,605,534,0,28204,2499,635711,4913.71,390.57,84.00,124
16,16 - Montérégie,69314,1337,67397,1917,1616,1,61894,5804,1445165.5,4796.27,400.02,111.82,271
17,17 - Nunavik,1071,6,1067,4,3,0,1053,15,14493,7389.77,102.56,20.70,0
18,18 - Terres-Cries-de-la-Baie-James,151,0,151,0,5,0,141,5,18505,816.00,26.79,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1422,21,1415,7,1,0,1345,76,.,.,.,.,11
999,Ensemble du Québec,501698,6361,491327,10371,11652,2,455885,34161,8581637,5846.18,397.74,135.78,1516

