,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15137,44,15098,39,106,1,14277,754,197738.33333,7655.07,381.46,53.61,73
02,02 - Saguenay-Lac-Saint-Jean,24444,46,24085,359,355,0,23559,530,278600,8773.87,190.24,127.42,71
03,03 - Capitale-Nationale,74207,83,73844,363,1393,1,71263,1551,761103.66667,9749.92,202.33,183.02,159
04,04 - Mauricie et Centre-du-Québec,48831,51,48591,240,865,0,46887,1079,527666.66667,9254.14,203.48,163.93,75
05,05 - Estrie,41981,50,41456,525,538,0,40963,480,502406,8355.99,94.49,107.08,51
06,06 - Montréal,281905,98,278545,3360,5328,1,274356,2221,2061667.3333,13673.64,107.22,258.43,207
07,07 - Outaouais,35497,23,35052,445,288,0,34806,403,405378.66667,8756.50,98.36,71.04,46
08,08 - Abitibi-Témiscamingue,7668,21,7629,39,68,0,7355,245,147876.33333,5185.41,165.61,45.98,28
09,09 - Côte-Nord,5624,31,5597,27,34,2,5028,562,90082.333333,6243.18,626.76,37.74,32
10,10 - Nord-du-Québec,1045,2,852,193,3,0,1012,30,13383.666667,7808.02,225.50,22.42,9
11,11 - Gaspésie-Îles-de-la-Madeleine,5522,14,5486,36,56,0,5255,211,90783.333333,6082.61,232.13,61.69,38
12,12 - Chaudière-Appalaches,52510,53,52228,282,544,0,50868,1098,434525.66667,12084.44,251.51,125.19,90
13,13 - Laval,66070,23,64108,1962,1047,0,64598,425,445993.33333,14814.12,94.42,234.76,44
14,14 - Lanaudière,62652,51,61936,716,722,1,61305,625,530581,11808.19,116.39,136.08,48
15,15 - Laurentides,69547,66,68940,607,697,0,67831,1019,640046.66667,10865.93,157.08,108.90,105
16,16 - Montérégie,129616,107,127711,1905,2022,0,126033,1561,1452381.3333,8924.38,106.42,139.22,149
17,17 - Nunavik,2714,0,2710,4,10,0,2655,49,14619,18564.88,329.50,68.40,1
18,18 - Terres-Cries-de-la-Baie-James,2227,8,1989,238,13,0,2099,115,18660.333333,11934.41,606.19,69.67,10
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2614,4,2606,8,2,0,2587,25,.,.,.,.,5
999,Ensemble du Québec,929815,775,918466,11349,14091,6,902741,12983,8613493.6667,10794.86,149.62,163.59,1241

