No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,67,5,18,0,106,0.8 %
02,02 - Saguenay-Lac-Saint-Jean,0,103,124,8,111,9,355,2.5 %
03,03 - Capitale-Nationale,5,593,311,37,413,34,1393,9.9 %
04,04 - Mauricie et Centre-du-Québec,5,157,562,22,114,5,865,6.1 %
05,05 - Estrie,3,148,193,25,155,14,538,3.8 %
06,06 - Montréal,215,2805,1301,157,771,79,5328,37.8 %
07,07 - Outaouais,11,93,105,15,61,3,288,2.0 %
08,08 - Abitibi-Témiscamingue,3,16,41,2,6,0,68,0.5 %
09,09 - Côte-Nord,0,0,33,0,1,0,34,0.2 %
10,10 - Nord-du-Québec,0,0,3,0,0,0,3,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,28,0,13,0,56,0.4 %
12,12 - Chaudière-Appalaches,5,145,217,10,161,6,544,3.9 %
13,13 - Laval,4,530,250,57,199,7,1047,7.4 %
14,14 - Lanaudière,3,311,226,21,156,5,722,5.1 %
15,15 - Laurentides,63,238,220,64,99,13,697,4.9 %
16,16 - Montérégie,16,692,684,69,551,10,2022,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,12,0,0,1,13,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),336,5859,4389,492,2829,186,14091,
9999,Ensemble du Québec (%),2.4 %,41.6 %,31.1 %,3.5 %,20.1 %,1.3 %,.,100.0 %

