,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4756,18,4734,22,64,0,4558,134,196934.5,2415.02,68.09,32.50,17
02,02 - Saguenay-Lac-Saint-Jean,11840,33,11616,224,275,0,11359,206,277505,4266.59,74.27,99.10,23
03,03 - Capitale-Nationale,36826,86,36467,359,1140,0,34870,816,757803,4859.57,107.35,150.43,62
04,04 - Mauricie et Centre-du-Québec,20014,100,19775,239,580,3,18418,1016,523331.5,3824.34,193.77,110.83,71
05,05 - Estrie,22482,123,21957,525,388,2,20596,1498,494966.5,4542.13,301.55,78.39,195
06,06 - Montréal,162222,416,159237,2985,4868,1,153190,4164,2072060.5,7829.02,200.34,234.94,389
07,07 - Outaouais,14997,55,14553,444,223,0,14513,261,402744,3723.71,64.53,55.37,35
08,08 - Abitibi-Témiscamingue,1579,2,1546,33,13,0,1519,47,147637,1069.52,31.83,8.81,8
09,09 - Côte-Nord,839,0,816,23,5,0,829,5,89700.5,935.33,5.59,5.57,2
10,10 - Nord-du-Québec,139,0,137,2,0,0,138,1,13521.5,1027.99,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2370,8,2347,23,48,0,2294,28,89823,2638.52,31.23,53.44,4
12,12 - Chaudière-Appalaches,26050,194,25778,272,387,0,24574,1089,431109.5,6042.55,252.14,89.77,121
13,13 - Laval,39997,136,38030,1967,941,0,37947,1109,444658.5,8994.99,248.34,211.62,97
14,14 - Lanaudière,30019,104,29308,711,537,0,28542,940,522367,5746.73,179.17,102.80,77
15,15 - Laurentides,28901,189,28296,605,533,0,27193,1175,630238,4585.73,185.48,84.57,57
16,16 - Montérégie,63770,275,61851,1919,1608,0,60096,2066,1438226,4433.93,143.10,111.80,202
17,17 - Nunavik,1058,0,1054,4,2,1,1022,34,14336.5,7379.76,235.90,13.95,10
18,18 - Terres-Cries-de-la-Baie-James,146,0,146,0,5,0,140,1,18507,788.89,5.37,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1347,8,1340,7,1,0,1319,27,.,.,.,.,4
999,Ensemble du Québec,469356,1747,458991,10365,11618,7,443121,14617,8565469.5,5479.63,170.13,135.64,1374

