No,RSS,NoRLS,RLS,Cas,Population,Taux
6,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1744,224 596,"776,5"
6,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,2245,149 522,"1 501,5"
6,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1464,131 424,"1 114,0"
6,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,3157,245 703,"1 284,9"
6,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,2181,166 225,"1 312,1"
6,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1847,161 317,"1 145,0"
6,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1977,161 894,"1 221,2"
6,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,4409,172 517,"2 555,7"
6,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,1117,115 485,"967,2"
6,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2562,139 162,"1 841,0"
6,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3947,208 717,"1 891,1"
6,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2836,189 095,"1 499,8"
6,06 - Montréal,,Total,30379,2 065 657,"1 470,7"
7,07 - Outaouais,0711,0711 - RLS du Pontiac,5,20 152,"24,8"
7,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,8,20 552,"38,9"
7,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,42,38 891,"108,0"
7,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,824,264 517,"311,5"
7,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,78,56 920,"137,0"
7,07 - Outaouais,,Total,963,401 032,"240,1"
8,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,13,20 528,"63,3"
8,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,11,24 729,"44,5"
8,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,132,43 180,"305,7"
8,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,11,43 551,"25,3"
8,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,22,15 628,"140,8"
8,08 - Abitibi-Témiscamingue,,Total,190,147 616,"128,7"
9,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,n.d.,3 230,n.d.
9,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,28,40 494,"69,1"
9,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,51,7 314,"697,3"
9,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,48,27 344,"175,5"
9,09 - Côte-Nord,0915,0915 - RLS de la Minganie,8,6 428,"124,5"
9,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,4 582,"0,0"
9,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,641,"0,0"
9,09 - Côte-Nord,,Total,136,90 033,"151,1"
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,8,13 558,"59,0"
10,10 - Nord-du-Québec,,Total,8,13 558,"59,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,148,32 176,"460,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,10,10 582,"94,5"
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,18,18 753,"96,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,34,15 881,"214,1"
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,10,12 606,"79,3"
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total,220,89 998,"244,4"
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,486,258 118,"188,3"
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,86,42 500,"202,4"
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,108,73 173,"147,6"
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,22,16 426,"133,9"
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,24,40 092,"59,9"
12,12 - Chaudière-Appalaches,,Total,727,430 309,"168,9"
13,13 - Laval,1311,1311 - RLS de Laval,6480,442 745,"1 463,6"
13,13 - Laval,,Total,6480,442 745,"1 463,6"
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1805,223 099,"809,1"
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,3057,296 993,"1 029,3"
14,14 - Lanaudière,,Total,4948,520 092,"951,4"
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,34,35 580,"95,6"
15,15 - Laurentides,1512,1512 - RLS des Laurentides,185,48 016,"385,3"
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,262,44 362,"590,6"
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,127,33 422,"380,0"
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,898,124 641,"720,5"
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1314,177 517,"740,2"
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1512,163 430,"925,2"
15,15 - Laurentides,,Total,4350,626 968,"693,8"
16,16 - Montérégie,1611,1611 - RLS de Champlain,2080,225 442,"922,6"
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,877,195 297,"449,1"
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,2419,262 440,"921,7"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,1094,220 957,"495,1"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,57,51 371,"111,0"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,876,160 002,"547,5"
16,16 - Montérégie,1632,1632 - RLS du Suroît,695,60 523,"1 148,3"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,111,24 346,"455,9"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,1423,232 373,"612,4"
16,16 - Montérégie,,Total,9646,1 432 751,"673,3"
17,17 - Nunavik,1701,1701 - Nunavik,18,14 260,"126,2"
17,17 - Nunavik,,Total,18,14 260,"126,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,11,18 385,"59,8"
18,18 - Terres-Cries-de-la-Baie-James,,Total,11,18 385,"59,8"
