,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,948,23,935,13,21,0,708,219,197074,481.04,111.13,10.66
02,02 - Saguenay–Lac-Saint-Jean,5535,69,5379,156,139,4,4521,875,277632,1993.65,315.17,50.07
03,03 - Capitale-Nationale,12379,129,12123,256,465,6,10327,1587,755459,1638.61,210.07,61.55
04,04 - Mauricie et Centre-du-Québec,7307,90,7100,207,274,1,6073,960,522341,1398.89,183.79,52.46
05,05 - Estrie,5075,114,4755,320,70,2,4183,822,493163,1029.07,166.68,14.19
06,06 - Montréal,52674,453,49910,2764,3654,5,45346,3674,2065657,2549.99,177.86,176.89
07,07 - Outaouais,3640,17,3362,278,83,0,3309,248,401032,907.66,61.84,20.70
08,08 - Abitibi-Témiscamingue,275,0,243,32,4,0,257,14,147616,186.29,9.48,2.71
09,09 - Côte-Nord,213,0,200,13,2,0,198,13,90033,236.58,14.44,2.22
10,10 - Nord-du-Québec,54,0,52,2,0,0,52,2,13558,398.29,14.75,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1394,5,1375,19,40,0,1294,60,89998,1548.92,66.67,44.45
12,12 - Chaudière-Appalaches,5693,78,5452,241,139,1,4980,574,430309,1323.00,133.39,32.30
13,13 - Laval,11896,72,10680,1216,728,0,10305,863,442745,2686.87,194.92,164.43
14,14 - Lanaudière,11735,116,11036,699,334,1,10220,1181,520092,2256.33,227.08,64.22
15,15 - Laurentides,8144,67,7549,595,339,1,7434,371,626968,1298.95,59.17,54.07
16,16 - Montérégie,20745,111,19497,1248,890,7,18191,1664,1432751,1447.91,116.14,62.12
17,17 - Nunavik,28,0,26,2,0,0,28,0,14260,196.35,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,16,0,16,0,1,0,15,0,18385,87.03,0.00,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,123,1,121,2,0,0,105,18,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,147877,1345,139814,8063,7183,28,127549,13145,8539073,1731.77,153.94,84.12
