No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,1,0,1,0,0,0,2,0.0 %
2,02 - Saguenay–Lac-Saint-Jean,0,21,0,0,0,5,26,0.4 %
3,03 - Capitale-Nationale,2,148,11,1,47,0,209,3.6 %
4,04 - Mauricie et Centre-du-Québec,4,124,28,12,43,0,211,3.6 %
5,05 - Estrie,1,6,7,0,15,3,32,0.5 %
6,06 - Montréal,184,2436,301,101,422,35,3479,59.6 %
7,07 - Outaouais,4,18,4,7,1,0,34,0.6 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,1,0,0,0,1,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,3,3,0,5,0,11,0.2 %
12,12 - Chaudière-Appalaches,1,1,0,3,14,0,19,0.3 %
13,13 - Laval,2,454,57,41,124,6,684,11.7 %
14,14 - Lanaudière,3,124,43,5,48,0,223,3.8 %
15,15 - Laurentides,60,91,42,25,54,7,279,4.8 %
16,16 - Montérégie,10,260,107,31,202,8,618,10.6 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),272,3686,608,226,976,65,5833,100.0 %
9999,Ensemble du Québec (%),4.7 %,63.2 %,10.4 %,3.9 %,16.7 %,1.1 %,           .,
