date,0d,1d,2d,3d
2022-01-05,2332,791,12189,1830
2022-01-06,2115,697,10765,1853
2022-01-07,1647,576,8033,1764
2022-01-08,1244,400,6174,1481
2022-01-09,974,291,5003,1298
2022-01-10,1039,298,5102,1342
2022-01-11,817,260,4100,1505
2022-01-12,745,240,3844,1775
2022-01-13,691,215,3377,1546
2022-01-14,591,203,3093,1429
2022-01-15,453,173,2561,1384
2022-01-16,437,138,2202,1068
2022-01-17,563,166,2494,1172
2022-01-18,547,202,2909,1427
2022-01-19,522,161,2475,1483
2022-01-20,493,179,2287,1422
2022-01-21,469,160,1947,1305
2022-01-22,344,105,1321,1050
2022-01-23,350,108,1213,870
2022-01-24,437,172,1629,1181
2022-01-25,483,198,1888,1500
2022-01-26,478,223,1533,1333
2022-01-27,457,209,1424,1369
2022-01-28,415,163,1368,1283
2022-01-29,352,150,1087,952
2022-01-30,330,138,897,947
2022-01-31,396,187,1264,1277
2022-02-01,506,216,1513,1446
2022-02-02,450,233,1461,1509
2022-02-03,360,165,1185,1222
2022-02-04,362,153,1116,1208
2022-02-05,272,99,737,1005
2022-02-06,260,83,720,903
2022-02-07,369,126,1138,1326
2022-02-08,413,125,1094,1446
2022-02-09,308,126,1003,1267
2022-02-10,347,90,924,1130
2022-02-11,272,85,839,1177
2022-02-12,195,42,506,746
2022-02-13,186,52,472,757
2022-02-14,229,82,669,1007
2022-02-15,213,66,698,1034
2022-02-16,243,55,632,937
2022-02-17,220,57,507,920
2022-02-18,177,41,480,774
2022-02-19,111,18,302,591
2022-02-20,107,26,316,599
2022-02-21,198,38,481,918
2022-02-22,156,49,511,874
2022-02-23,141,31,433,836
2022-02-24,127,35,404,710
2022-02-25,100,32,298,620
2022-02-26,92,20,255,513
2022-02-27,71,17,239,468
2022-02-28,142,28,391,732
2022-03-01,133,24,385,701
2022-03-02,102,27,314,692
2022-03-03,108,20,422,772
2022-03-04,93,18,278,657
2022-03-05,77,13,208,474
2022-03-06,68,14,204,474
2022-03-07,120,20,328,758
2022-03-08,118,25,378,815
2022-03-09,95,18,339,780
2022-03-10,83,15,256,726
2022-03-11,81,13,270,680
2022-03-12,67,20,192,432
2022-03-13,62,14,173,434
2022-03-14,98,16,301,872
2022-03-15,96,22,319,966
2022-03-16,95,25,349,973
2022-03-17,107,23,344,895
2022-03-18,90,20,267,832
2022-03-19,58,7,212,598
2022-03-20,66,4,241,672
2022-03-21,104,26,428,1123
2022-03-22,119,37,536,1480
2022-03-23,149,22,522,1603
2022-03-24,121,19,480,1546
2022-03-25,141,25,505,1454
2022-03-26,109,33,342,1103
2022-03-27,105,23,384,1184
2022-03-28,167,45,638,1903
2022-03-29,171,39,705,2108
2022-03-30,169,41,776,2280
2022-03-31,236,29,663,2049
2022-04-01,204,35,664,2017
2022-04-02,150,27,482,1596
2022-04-03,138,25,457,1523
2022-04-04,203,33,683,2282
2022-04-05,236,47,811,2522
2022-04-06,217,36,783,2511
2022-04-07,249,41,784,2379
2022-04-08,211,37,615,2055
2022-04-09,154,22,455,1770
