Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;< 5;105;95,6;9780;8903,7;0;;0;
5-9 ans;< 5;89;82,7;15036;13976,6;0;;0;
10-19 ans;7;239;120,2;30626;15396,5;0;;0;
20-29 ans;79;982;301,6;59043;18134,8;0;;5;n.p.
30-39 ans;87;1158;352,8;53307;16241,6;< 5;n.p.;12;* 3,7
40-49 ans;88;1164;419,3;45976;16562,3;0;;33;* 11,9
50-59 ans;67;961;374,7;35096;13682,7;0;;146;56,9
60-69 ans;47;605;279,7;20256;9363,3;< 5;n.p.;395;182,6
70-79 ans;46;618;427,7;12198;8441,1;< 5;n.p.;959;663,6
80 ans et +;47;869;863,9;18998;18886,4;19;* 18,9;3858;3835,3
Manquant;< 5;6;;214;;0;;0;
Total;474;6796;329;300530;14548,9;27;* 1,3;5408;261,8
