No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,106,6,25,0,153,1.0 %
02,02 - Saguenay-Lac-Saint-Jean,0,119,146,10,126,11,412,2.8 %
03,03 - Capitale-Nationale,6,613,355,39,449,35,1497,10.1 %
04,04 - Mauricie et Centre-du-Québec,5,157,658,22,114,5,961,6.5 %
05,05 - Estrie,4,157,203,26,169,16,575,3.9 %
06,06 - Montréal,216,2827,1343,158,785,79,5408,36.5 %
07,07 - Outaouais,11,94,113,15,62,4,299,2.0 %
08,08 - Abitibi-Témiscamingue,3,33,46,6,16,1,105,0.7 %
09,09 - Côte-Nord,0,0,42,0,1,0,43,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,48,0,13,0,77,0.5 %
12,12 - Chaudière-Appalaches,5,151,250,10,180,6,602,4.1 %
13,13 - Laval,4,537,268,59,204,8,1080,7.3 %
14,14 - Lanaudière,3,311,236,22,163,5,740,5.0 %
15,15 - Laurentides,63,249,234,64,99,13,722,4.9 %
16,16 - Montérégie,16,705,733,70,574,10,2108,14.2 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),339,5982,4810,507,2980,194,14812,
9999,Ensemble du Québec (%),2.3 %,40.4 %,32.5 %,3.4 %,20.1 %,1.3 %,.,100.0 %

