Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;55;1227;1117,1;8316;7570,9;0;;0;
5-9 ans;103;1766;1641,6;13382;12439,1;0;;0;
10-19 ans;220;4830;2428,2;26783;13464,5;0;;0;
20-29 ans;673;12336;3788,9;48578;14920,5;0;;< 5;n.p.
30-39 ans;569;10231;3117,2;41663;12693,9;0;;8;n.p.
40-49 ans;489;8061;2903,9;35763;12883,2;< 5;n.p.;29;* 10,4
50-59 ans;391;6474;2524;27531;10733,3;< 5;n.p.;120;46,8
60-69 ans;232;3554;1642,8;15981;7387,2;5;n.p.;355;164,1
70-79 ans;98;1499;1037,3;9118;6309,7;8;n.p.;864;597,9
80 ans et +;146;1612;1602,5;14369;14284,6;31;* 30,8;3552;3531,1
Manquant;< 5;66;;192;;0;;0;
Total;2980;51656;2500,7;241676;11699,7;46;2,2;4931;238,7
