,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,10341,140,10304,37,65,0,7841,2435,197738.33333,5229.64,1231.89,32.87,456
02,02 - Saguenay-Lac-Saint-Jean,18723,254,18436,287,283,0,14840,3600,278600,6720.39,1292.19,101.58,436
03,03 - Capitale-Nationale,56497,577,56134,363,1162,3,46537,8798,761103.66667,7423.04,1147.70,152.67,1461
04,04 - Mauricie et Centre-du-Québec,37396,774,37156,240,626,5,30383,6387,527666.66667,7087.05,1204.45,118.64,760
05,05 - Estrie,34178,248,33653,525,431,0,29741,4006,502406,6802.86,788.62,85.79,616
06,06 - Montréal,241676,2980,238464,3212,4931,2,209979,26766,2061667.3333,11722.36,1292.12,239.18,4938
07,07 - Outaouais,29649,768,29207,442,224,0,22894,6531,405378.66667,7313.90,1593.95,55.26,923
08,08 - Abitibi-Témiscamingue,4199,69,4165,34,23,-1,2889,1287,147876.33333,2839.53,869.94,15.55,172
09,09 - Côte-Nord,2562,52,2535,27,5,0,1576,981,90082.333333,2844.06,1094.04,5.55,124
10,10 - Nord-du-Québec,471,16,432,39,0,0,280,191,13383.666667,3519.21,1435.66,0.00,41
11,11 - Gaspésie-Îles-de-la-Madeleine,3940,91,3904,36,48,0,3061,831,90783.333333,4340.00,914.23,52.87,118
12,12 - Chaudière-Appalaches,41371,697,41096,275,410,2,34136,6825,434525.66667,9520.96,1563.33,94.36,976
13,13 - Laval,57567,738,55600,1967,960,3,49960,6647,445993.33333,12907.59,1476.71,215.25,1142
14,14 - Lanaudière,53067,821,52350,717,566,5,43376,9125,530581,10001.68,1699.22,106.68,1577
15,15 - Laurentides,45224,1171,44618,606,537,0,38884,5803,640046.66667,7065.73,894.53,83.90,1157
16,16 - Montérégie,108429,1081,106516,1913,1684,7,91678,15067,1452381.3333,7465.60,1027.19,115.95,2333
17,17 - Nunavik,1611,40,1607,4,5,0,1225,381,14619,11019.91,2562.03,34.20,36
18,18 - Terres-Cries-de-la-Baie-James,759,31,655,104,5,0,476,278,18660.333333,4067.45,1465.39,26.79,80
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2202,25,2194,8,1,0,1890,311,.,.,.,.,54
999,Ensemble du Québec,749866,10573,739029,10837,11966,26,631650,106250,8613493.6667,8705.71,1224.47,138.92,17400

