Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;169;153,9;6053;5510,6;0;;0;
5-9 ans;n.d.;456;423,9;9194;8546,2;0;;0;
10-19 ans;n.d.;483;242,8;18302;9200,9;0;;0;
20-29 ans;n.d.;320;98,3;26647;8184,5;0;;< 5;n.p.
30-39 ans;n.d.;407;124;23931;7291,3;0;;7;n.p.
40-49 ans;n.d.;413;148,8;22667;8165,5;0;;26;* 9,4
50-59 ans;n.d.;249;97,1;18008;7020,7;0;;115;44,8
60-69 ans;n.d.;124;57,3;10853;5016,8;< 5;n.p.;344;159
70-79 ans;n.d.;58;40,1;7008;4849,6;< 5;n.p.;853;590,3
80 ans et +;n.d.;46;45,7;12368;12295,3;< 5;n.p.;3509;3488,4
Manquant;n.d.;< 5;;90;;0;;0;
Total;211;2726;132;155121;7509,5;7;n.p.;4857;235,1
