,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4550,10,4528,22,61,0,4411,78,196934.5,2310.41,39.64,30.97,4
02,02 - Saguenay-Lac-Saint-Jean,11489,3,11268,221,274,0,11195,20,277505,4140.11,7.21,98.74,4
03,03 - Capitale-Nationale,35611,41,35253,358,1140,-1,34201,270,757803,4699.24,35.52,150.43,24
04,04 - Mauricie et Centre-du-Québec,18426,57,18189,237,574,0,17543,309,523331.5,3520.90,58.93,109.68,28
05,05 - Estrie,19617,160,19092,525,383,0,18200,1034,494966.5,3963.30,208.14,77.38,115
06,06 - Montréal,155376,255,152389,2987,4859,2,148335,2182,2072060.5,7498.62,104.98,234.50,251
07,07 - Outaouais,14531,16,14087,444,223,0,14217,91,402744,3608.00,22.50,55.37,10
08,08 - Abitibi-Témiscamingue,1449,23,1416,33,12,0,1290,147,147637,981.46,99.55,8.13,6
09,09 - Côte-Nord,819,0,796,23,5,0,803,11,89700.5,913.04,12.31,5.57,3
10,10 - Nord-du-Québec,138,1,136,2,0,0,137,1,13521.5,1020.60,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2321,0,2300,21,48,0,2261,12,89823,2583.97,13.39,53.44,3
12,12 - Chaudière-Appalaches,23956,85,23685,271,384,0,23044,528,431109.5,5556.82,122.25,89.07,40
13,13 - Laval,38222,73,36284,1938,939,0,36834,449,444658.5,8595.81,100.54,211.17,35
14,14 - Lanaudière,28499,72,27789,710,533,-1,27437,529,522367,5455.74,100.83,102.04,45
15,15 - Laurentides,26804,90,26200,604,531,0,25615,658,630238,4253.00,103.87,84.25,82
16,16 - Montérégie,60427,126,58505,1922,1598,0,58007,822,1438226,4201.50,56.94,111.11,84
17,17 - Nunavik,923,23,914,9,1,0,760,162,14336.5,6438.11,1123.99,6.98,20
18,18 - Terres-Cries-de-la-Baie-James,145,0,145,0,5,0,140,0,18507,783.49,0.00,27.02,1
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1278,2,1271,7,1,0,1256,21,.,.,.,.,5
999,Ensemble du Québec,444585,1037,434250,10335,11571,0,425690,7324,8565469.5,5190.43,85.24,135.09,760

