,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1832,27,1812,20,30,0,1612,190,196934.5,930.26,96.55,15.23
02,02 - Saguenay-Lac-Saint-Jean,9371,29,9170,201,265,0,8851,255,277505,3376.88,91.93,95.49
03,03 - Capitale-Nationale,23703,114,23362,341,1013,0,22028,662,757803,3127.86,87.09,133.68
04,04 - Mauricie et Centre-du-Québec,13171,13,12938,233,508,0,12513,150,523331.5,2516.76,28.61,97.07
05,05 - Estrie,11968,16,11499,469,320,1,11520,128,494966.5,2417.94,25.77,64.65
06,06 - Montréal,114885,280,111993,2892,4612,1,107050,3223,2072060.5,5544.48,155.07,222.58
07,07 - Outaouais,7293,50,6868,425,172,0,6701,420,402744,1810.83,103.84,42.71
08,08 - Abitibi-Témiscamingue,953,8,920,33,8,0,894,51,147637,645.50,34.54,5.42
09,09 - Côte-Nord,361,2,346,15,3,0,356,2,89700.5,402.45,2.24,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,88,0,13521.5,650.82,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1747,0,1728,19,45,0,1700,2,89823,1944.94,2.23,50.10
12,12 - Chaudière-Appalaches,12203,48,11936,267,288,0,11626,289,431109.5,2830.60,66.91,66.80
13,13 - Laval,27000,112,25391,1609,886,0,25301,813,444658.5,6072.08,182.05,199.25
14,14 - Lanaudière,21597,47,20886,711,501,0,20735,361,522367,4134.45,68.81,95.91
15,15 - Laurentides,17728,45,17125,603,482,0,16882,364,630238,2812.91,57.46,76.48
16,16 - Montérégie,43962,124,42074,1888,1511,0,41534,917,1438226,3056.68,63.52,105.06
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,280,2,275,5,0,0,270,10,.,.,.,.
999,Ensemble du Québec,308311,917,298576,9735,10647,2,289827,7837,8565469.5,3599.46,91.21,124.30

