No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,148,8,26,0,198,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,143,169,11,141,12,476,3.0 %
03,03 - Capitale-Nationale,7,641,418,41,487,36,1630,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,157,742,22,114,5,1044,6.5 %
05,05 - Estrie,4,188,223,26,187,16,644,4.0 %
06,06 - Montréal,217,2851,1459,160,814,79,5580,34.9 %
07,07 - Outaouais,11,96,134,15,66,5,327,2.0 %
08,08 - Abitibi-Témiscamingue,3,40,52,6,19,1,121,0.8 %
09,09 - Côte-Nord,0,0,51,0,1,0,52,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,53,0,13,0,82,0.5 %
12,12 - Chaudière-Appalaches,5,172,296,11,201,6,691,4.3 %
13,13 - Laval,6,554,291,59,220,11,1141,7.1 %
14,14 - Lanaudière,3,327,278,26,182,5,821,5.1 %
15,15 - Laurentides,63,261,287,64,111,14,800,5.0 %
16,16 - Montérégie,16,728,887,78,628,13,2350,14.7 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),342,6187,5522,527,3210,204,15992,
9999,Ensemble du Québec (%),2.1 %,38.7 %,34.5 %,3.3 %,20.1 %,1.3 %,.,100.0 %

