,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2572,24,2552,20,35,0,2276,261,196934.5,1306.02,132.63,17.77
02,02 - Saguenay-Lac-Saint-Jean,9952,25,9742,210,266,0,9463,223,277505,3586.24,80.40,95.85
03,03 - Capitale-Nationale,29638,166,29289,349,1053,3,26109,2476,757803,3911.04,325.73,138.95
04,04 - Mauricie et Centre-du-Québec,13820,35,13585,235,508,0,12942,370,523331.5,2640.77,70.57,97.07
05,05 - Estrie,12723,31,12232,491,329,0,12029,365,494966.5,2570.48,73.47,66.47
06,06 - Montréal,122432,287,119527,2905,4655,2,114390,3387,2072060.5,5908.71,162.96,224.66
07,07 - Outaouais,10390,109,9947,443,185,0,9149,1056,402744,2579.80,261.09,45.93
08,08 - Abitibi-Témiscamingue,1079,2,1046,33,9,0,1033,37,147637,730.85,25.06,6.10
09,09 - Côte-Nord,424,2,408,16,3,0,381,40,89700.5,472.68,44.76,3.34
10,10 - Nord-du-Québec,90,0,88,2,0,0,90,0,13521.5,665.61,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1806,-15,1787,19,45,0,1722,39,89823,2010.62,43.50,50.10
12,12 - Chaudière-Appalaches,15326,115,15051,275,304,6,13488,1534,431109.5,3555.01,355.17,70.52
13,13 - Laval,28813,74,27110,1703,895,1,27254,664,444658.5,6479.80,148.69,201.28
14,14 - Lanaudière,22589,31,21879,710,504,0,21601,484,522367,4324.35,92.25,96.48
15,15 - Laurentides,19127,79,18522,605,495,0,18090,542,630238,3034.89,85.56,78.54
16,16 - Montérégie,46771,125,44858,1913,1527,2,43886,1358,1438226,3251.99,94.06,106.17
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,5,0,5,0,0,0,4,1,.,.,.,.
99,Hors Québec,322,2,317,5,0,0,307,15,.,.,.,.
999,Ensemble du Québec,338044,1092,328108,9936,10816,14,314376,12852,8565469.5,3946.59,149.58,126.27

