Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;16;223;203;4501;4097,7;0;;0;
5-9 ans;11;243;225,9;6034;5608,8;0;;0;
10-19 ans;25;639;321,2;13896;6985,9;0;;0;
20-29 ans;35;571;175,4;21206;6513,3;0;;< 5;n.p.
30-39 ans;30;529;161,2;19530;5950,4;0;;7;n.p.
40-49 ans;28;569;205;18966;6832,3;0;;20;* 7,2
50-59 ans;22;425;165,7;15617;6088,5;< 5;n.p.;95;37
60-69 ans;11;176;81,4;9627;4450,1;< 5;n.p.;317;146,5
70-79 ans;5;72;49,8;6310;4366,5;< 5;n.p.;818;566,1
80 ans et +;6;86;85,5;11830;11760,5;12;* 11,9;3431;3410,8
Manquant;0;< 5;;96;;0;;0;
Total;189;3536;171,2;127613;6177,8;17;* 0,8;4691;227,1
