,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3454,57,3431,23,39,0,2981,434,196934.5,1753.88,220.53,19.80
02,02 - Saguenay-Lac-Saint-Jean,10474,21,10259,215,266,0,10028,180,277505,3774.35,64.89,95.85
03,03 - Capitale-Nationale,31889,48,31538,351,1097,2,30116,676,757803,4208.09,88.93,144.76
04,04 - Mauricie et Centre-du-Québec,14576,26,14338,238,513,0,13727,336,523331.5,2785.23,64.08,98.03
05,05 - Estrie,13817,43,13308,509,335,1,12970,512,494966.5,2791.50,103.07,67.68
06,06 - Montréal,127613,189,124691,2922,4691,1,120555,2367,2072060.5,6158.75,113.88,226.39
07,07 - Outaouais,11673,21,11225,448,205,0,11156,312,402744,2898.37,77.14,50.90
08,08 - Abitibi-Témiscamingue,1103,1,1070,33,9,0,1089,5,147637,747.10,3.39,6.10
09,09 - Côte-Nord,549,2,531,18,3,0,519,27,89700.5,612.04,30.21,3.34
10,10 - Nord-du-Québec,99,4,97,2,0,0,94,5,13521.5,732.17,37.08,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1909,11,1888,21,45,0,1786,78,89823,2125.29,87.01,50.10
12,12 - Chaudière-Appalaches,17845,71,17566,279,331,0,16577,937,431109.5,4139.32,216.94,76.78
13,13 - Laval,30385,61,28606,1779,905,1,28934,546,444658.5,6833.33,122.26,203.53
14,14 - Lanaudière,23355,12,22643,712,511,0,22529,315,522367,4470.99,60.04,97.82
15,15 - Laurentides,20152,32,19548,604,499,0,19320,333,630238,3197.52,52.56,79.18
16,16 - Montérégie,49355,62,47410,1945,1541,1,46751,1063,1438226,3431.66,73.63,107.15
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,9,0,9,0,0,0,3,6,.,.,.,.
99,Hors Québec,374,1,369,5,0,0,363,11,.,.,.,.
999,Ensemble du Québec,358796,662,348690,10106,10993,6,339660,8143,8565469.5,4188.87,94.78,128.34

