Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3010,      1875,       62.3,       602,       20.0,       533,       17.7,        38,n.d.,n.d.,n.d.,n.d.,        35,       92.1
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10071,      5161,       51.2,      2277,       22.6,      2633,       26.1,       264,        13,        4.9,        21,        8.0,       230,       87.1
Région,RSS03,03 - Capitale-Nationale,     29703,     17103,       57.6,      5861,       19.7,      6739,       22.7,      1077,        31,        2.9,        96,        8.9,       950,       88.2
Région,RSS04,04 - Mauricie et Centre-du-Québec,     13682,      7727,       56.5,      2712,       19.8,      3243,       23.7,       507,        15,        3.0,        28,        5.5,       464,       91.5
Région,RSS05,05 - Estrie,     12679,      7350,       58.0,      2487,       19.6,      2842,       22.4,       329,         6,        1.8,        30,        9.1,       293,       89.1
Région,RSS06,06 - Montréal,    109714,     62926,       57.4,     20156,       18.4,     26632,       24.3,      4589,       140,        3.1,       255,        5.6,      4194,       91.4
Région,RSS07,07 - Outaouais,     10145,      6396,       63.0,      1774,       17.5,      1975,       19.5,       193,         6,        3.1,        16,        8.3,       171,       88.6
Région,RSS08,08 - Abitibi-Témiscamingue,      1054,       622,       59.0,       247,       23.4,       185,       17.6,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       500,       334,       66.8,        89,       17.8,        77,       15.4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,        92,        53,       57.6,        15,       16.3,        24,       26.1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1795,       899,       50.1,       377,       21.0,       519,       28.9,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     16574,      9942,       60.0,      3258,       19.7,      3374,       20.4,       324,         9,        2.8,        28,        8.6,       287,       88.6
Région,RSS13,13 - Laval,     28316,     17168,       60.6,      5710,       20.2,      5438,       19.2,       890,        15,        1.7,        62,        7.0,       813,       91.3
Région,RSS14,14 - Lanaudière,     22385,     13358,       59.7,      4617,       20.6,      4410,       19.7,       506,        21,        4.2,        30,        5.9,       455,       89.9
Région,RSS15,15 - Laurentides,     19164,     11433,       59.7,      3835,       20.0,      3896,       20.3,       493,        24,        4.9,        35,        7.1,       434,       88.0
Région,RSS16,16 - Montérégie,     45918,     26204,       57.1,      9209,       20.1,     10505,       22.9,      1525,        51,        3.3,       101,        6.6,      1373,       90.0
Région,RSS17,17 - Nunavik,        42,        21,       50.0,         5,       11.9,        16,       38.1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    324975,    188653,       58.1,     63250,       19.5,     73072,       22.5,     10795,       337,        3.1,       710,        6.6,      9748,       90.3
Groupe d'âge,0_9,Moins de 10 ans,     26354,     22404,       85.0,      3226,       12.2,       724,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     40044,     33143,       82.8,      5780,       14.4,      1121,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     45742,     36873,       80.6,      6666,       14.6,      2203,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     44239,     30845,       69.7,      9325,       21.1,      4069,        9.2,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     49066,     30691,       62.6,     11791,       24.0,      6584,       13.4,        43,        13,       30.2,         9,       20.9,        21,       48.8
Groupe d'âge,50_59,50-59 ans,     44610,     22307,       50.0,     12727,       28.5,      9576,       21.5,       189,        30,       15.9,        29,       15.3,       130,       68.8
Groupe d'âge,60_69,60-69 ans,     27580,      9202,       33.4,      7775,       28.2,     10603,       38.4,       662,        54,        8.2,        71,       10.7,       537,       81.1
Groupe d'âge,70_79,70-79 ans,     17715,      2188,       12.4,      3368,       19.0,     12159,       68.6,      2087,        75,        3.6,       182,        8.7,      1830,       87.7
Groupe d'âge,80_89,80-89 ans,     18577,       726,        3.9,      1848,        9.9,     16003,       86.1,      4264,        79,        1.9,       256,        6.0,      3929,       92.1
Groupe d'âge,90_,90 ans et plus,     11048,       274,        2.5,       744,        6.7,     10030,       90.8,      3523,        78,        2.2,       160,        4.5,      3285,       93.2
