No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,55,5,17,0,93,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,97,114,7,98,9,325,2.4 %
03,03 - Capitale-Nationale,5,577,297,37,402,30,1348,9.8 %
04,04 - Mauricie et Centre-du-Québec,5,158,530,22,113,5,833,6.1 %
05,05 - Estrie,3,145,185,23,149,14,519,3.8 %
06,06 - Montréal,215,2798,1268,153,764,78,5276,38.5 %
07,07 - Outaouais,11,93,98,15,61,3,281,2.0 %
08,08 - Abitibi-Témiscamingue,2,11,35,2,6,0,56,0.4 %
09,09 - Côte-Nord,0,0,17,0,1,0,18,0.1 %
10,10 - Nord-du-Québec,0,0,2,0,0,0,2,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,22,0,13,0,50,0.4 %
12,12 - Chaudière-Appalaches,5,141,196,10,156,6,514,3.7 %
13,13 - Laval,3,527,233,57,197,7,1024,7.5 %
14,14 - Lanaudière,3,310,216,20,153,5,707,5.2 %
15,15 - Laurentides,63,224,207,64,98,13,669,4.9 %
16,16 - Montérégie,16,680,663,68,537,10,1974,14.4 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,10,0,0,1,11,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),334,5789,4158,483,2765,181,13710,
9999,Ensemble du Québec (%),2.4 %,42.2 %,30.3 %,3.5 %,20.2 %,1.3 %,.,100.0 %

