,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,13671,71,13632,39,93,1,12441,1137,197738.33333,6913.68,575.22,47.03,103
02,02 - Saguenay-Lac-Saint-Jean,23140,76,22781,359,325,0,21727,1088,278600,8305.81,390.53,116.65,145
03,03 - Capitale-Nationale,70704,229,70338,366,1348,1,65760,3596,761103.66667,9289.67,469.10,177.11,364
04,04 - Mauricie et Centre-du-Québec,46755,108,46517,238,833,2,43627,2295,527666.66667,8860.71,432.79,157.86,250
05,05 - Estrie,40607,92,40082,525,519,0,38972,1116,502406,8082.51,219.69,103.30,140
06,06 - Montréal,276665,225,273312,3353,5276,3,266007,5382,2061667.3333,13419.48,259.81,255.91,590
07,07 - Outaouais,34502,47,34056,446,281,0,33261,960,405378.66667,8511.05,234.30,69.32,104
08,08 - Abitibi-Témiscamingue,6884,33,6845,39,56,0,6301,527,147876.33333,4655.24,356.22,37.87,54
09,09 - Côte-Nord,4736,38,4709,27,18,0,4071,647,90082.333333,5257.41,721.55,19.98,67
10,10 - Nord-du-Québec,934,5,768,166,2,0,894,38,13383.666667,6978.66,285.63,14.94,8
11,11 - Gaspésie-Îles-de-la-Madeleine,4954,24,4918,36,50,0,4671,233,90783.333333,5456.95,256.34,55.08,37
12,12 - Chaudière-Appalaches,50440,74,50163,277,514,3,47846,2080,434525.66667,11608.06,476.44,118.29,197
13,13 - Laval,64854,66,62894,1960,1024,3,62664,1166,445993.33333,14541.47,259.04,229.60,119
14,14 - Lanaudière,61362,67,60648,714,707,3,58954,1701,530581,11565.06,316.75,133.25,177
15,15 - Laurentides,67098,87,66491,607,669,0,64661,1768,640046.66667,10483.30,272.54,104.52,205
16,16 - Montérégie,125853,157,123948,1905,1974,1,120283,3596,1452381.3333,8665.29,245.16,135.91,393
17,17 - Nunavik,2533,19,2529,4,9,0,2325,199,14619,17326.77,1338.17,61.56,23
18,18 - Terres-Cries-de-la-Baie-James,2030,10,1814,216,11,0,1866,153,18660.333333,10878.69,806.49,58.95,30
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2547,3,2539,8,1,0,2515,31,.,.,.,.,5
999,Ensemble du Québec,900273,1431,888987,11286,13710,17,858850,27713,8613493.6667,10451.89,319.38,159.17,3011

