Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,     13314,      7908,       59.4,      2713,       20.4,      2693,       20.2,        94,         5,        5.3,         7,        7.4,        82,       87.2
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     22511,     12137,       53.9,      5146,       22.9,      5228,       23.2,       323,n.d.,n.d.,n.d.,n.d.,       303,       93.8
Région,RSS03,03 - Capitale-Nationale,     67490,     40719,       60.3,     13178,       19.5,     13593,       20.1,      1336,        25,        1.9,        96,        7.2,      1215,       90.9
Région,RSS04,04 - Mauricie et Centre-du-Québec,     45377,     26988,       59.5,      8649,       19.1,      9740,       21.5,       827,        20,        2.4,        40,        4.8,       767,       92.7
Région,RSS05,05 - Estrie,     39133,     23487,       60.0,      7880,       20.1,      7766,       19.8,       514,        21,        4.1,        28,        5.4,       465,       90.5
Région,RSS06,06 - Montréal,    242934,    151134,       62.2,     43489,       17.9,     48311,       19.9,      5165,       148,        2.9,       245,        4.7,      4772,       92.4
Région,RSS07,07 - Outaouais,     31354,     21096,       67.3,      5371,       17.1,      4887,       15.6,       276,         9,        3.3,        14,        5.1,       253,       91.7
Région,RSS08,08 - Abitibi-Témiscamingue,      6614,      3776,       57.1,      1405,       21.2,      1433,       21.7,        56,n.d.,n.d.,n.d.,n.d.,        48,       85.7
Région,RSS09,09 - Côte-Nord,      4490,      2674,       59.6,       831,       18.5,       985,       21.9,        17,n.d.,n.d.,n.d.,n.d.,        14,       82.4
Région,RSS10,10 - Nord-du-Québec,       889,       580,       65.2,       159,       17.9,       150,       16.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      4823,      2689,       55.8,       971,       20.1,      1163,       24.1,        50,n.d.,n.d.,n.d.,n.d.,        46,       92.0
Région,RSS12,12 - Chaudière-Appalaches,     49296,     31001,       62.9,      9392,       19.1,      8903,       18.1,       512,        10,        2.0,        34,        6.6,       468,       91.4
Région,RSS13,13 - Laval,     62343,     39653,       63.6,     12145,       19.5,     10545,       16.9,      1011,        10,        1.0,        58,        5.7,       943,       93.3
Région,RSS14,14 - Lanaudière,     59962,     37631,       62.8,     11985,       20.0,     10346,       17.3,       703,        18,        2.6,        29,        4.1,       656,       93.3
Région,RSS15,15 - Laurentides,     65162,     41352,       63.5,     12534,       19.2,     11276,       17.3,       661,        16,        2.4,        25,        3.8,       620,       93.8
Région,RSS16,16 - Montérégie,    120863,     73225,       60.6,     23602,       19.5,     24036,       19.9,      1959,        41,        2.1,        94,        4.8,      1824,       93.1
Région,RSS17,17 - Nunavik,      2305,      1484,       64.4,       362,       15.7,       459,       19.9,         9,n.d.,n.d.,n.d.,n.d.,         8,       88.9
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,      1862,      1223,       65.7,       285,       15.3,       354,       19.0,        11,n.d.,n.d.,n.d.,n.d.,        10,       90.9
Région,RSS997,Total Québec jumelés,    840913,    518911,       61.7,    160123,       19.0,    161879,       19.3,     13526,       335,        2.5,       695,        5.1,     12496,       92.4
Groupe d'âge,0_9,Moins de 10 ans,     75801,     64411,       85.0,      9166,       12.1,      2224,        2.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,    102093,     84887,       83.1,     14206,       13.9,      3000,        2.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,    137127,    109665,       80.0,     20226,       14.7,      7236,        5.3,        10,n.d.,n.d.,n.d.,n.d.,         6,       60.0
Groupe d'âge,30_39,30-39 ans,    135180,     93432,       69.1,     28375,       21.0,     13373,        9.9,        30,n.d.,n.d.,n.d.,n.d.,        24,       80.0
Groupe d'âge,40_49,40-49 ans,    133677,     84337,       63.1,     31590,       23.6,     17750,       13.3,        79,        18,       22.8,        15,       19.0,        46,       58.2
Groupe d'âge,50_59,50-59 ans,    106210,     54468,       51.3,     28824,       27.1,     22918,       21.6,       302,        31,       10.3,        32,       10.6,       239,       79.1
Groupe d'âge,60_69,60-69 ans,     61435,     21300,       34.7,     16633,       27.1,     23502,       38.3,       944,        60,        6.4,        83,        8.8,       801,       84.9
Groupe d'âge,70_79,70-79 ans,     35854,      4561,       12.7,      6526,       18.2,     24767,       69.1,      2738,        63,        2.3,       170,        6.2,      2505,       91.5
Groupe d'âge,80_89,80-89 ans,     34188,      1328,        3.9,      3231,        9.5,     29629,       86.7,      5225,        77,        1.5,       228,        4.4,      4920,       94.2
Groupe d'âge,90_,90 ans et plus,     19348,       522,        2.7,      1346,        7.0,     17480,       90.3,      4194,        78,        1.9,       163,        3.9,      3953,       94.3
