,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3976,2,3950,26,53,0,3917,6,196934.5,2018.95,3.05,26.91,3
02,02 - Saguenay-Lac-Saint-Jean,11029,0,10806,223,271,0,10757,1,277505,3974.34,0.36,97.66,0
03,03 - Capitale-Nationale,32883,8,32530,353,1118,0,31732,33,757803,4339.25,4.34,147.53,4
04,04 - Mauricie et Centre-du-Québec,15275,16,15035,240,526,0,14691,58,523331.5,2918.80,11.06,100.51,1
05,05 - Estrie,14933,6,14416,517,352,0,14568,13,494966.5,3016.97,2.62,71.12,1
06,06 - Montréal,133530,45,130601,2929,4773,0,128351,406,2072060.5,6444.31,19.53,230.35,36
07,07 - Outaouais,12596,6,12149,447,215,0,12370,11,402744,3127.55,2.72,53.38,2
08,08 - Abitibi-Témiscamingue,1151,3,1118,33,9,0,1137,5,147637,779.61,3.39,6.10,0
09,09 - Côte-Nord,579,0,560,19,4,0,575,0,89700.5,645.48,0.00,4.46,0
10,10 - Nord-du-Québec,110,0,108,2,0,0,109,1,13521.5,813.52,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2072,0,2052,20,46,0,2019,7,89823,2306.76,7.81,51.21,1
12,12 - Chaudière-Appalaches,19299,0,19018,281,368,0,18930,1,431109.5,4476.59,0.23,85.36,2
13,13 - Laval,31993,11,30166,1827,917,0,30938,138,444658.5,7194.96,30.90,206.23,7
14,14 - Lanaudière,24156,4,23443,713,517,0,23603,36,522367,4624.33,6.86,98.97,1
15,15 - Laurentides,21110,13,20506,604,510,0,20560,40,630238,3349.53,6.31,80.92,4
16,16 - Montérégie,51656,19,49700,1956,1558,0,50002,96,1438226,3591.65,6.65,108.33,10
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,516,0,511,5,0,0,504,12,.,.,.,.,0
999,Ensemble du Québec,377034,133,366836,10198,11240,0,364930,864,8565469.5,4401.79,10.06,131.22,72

