No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,154,8,26,0,204,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,158,181,11,149,12,511,3.1 %
03,03 - Capitale-Nationale,7,652,435,41,492,37,1664,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,157,776,22,114,5,1078,6.6 %
05,05 - Estrie,4,191,240,26,192,16,669,4.1 %
06,06 - Montréal,219,2856,1510,161,820,81,5647,34.5 %
07,07 - Outaouais,11,97,142,15,69,6,340,2.1 %
08,08 - Abitibi-Témiscamingue,3,40,57,6,19,1,126,0.8 %
09,09 - Côte-Nord,0,0,57,0,1,0,58,0.4 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,60,0,13,0,89,0.5 %
12,12 - Chaudière-Appalaches,5,174,311,11,201,6,708,4.3 %
13,13 - Laval,6,558,298,59,222,12,1155,7.1 %
14,14 - Lanaudière,3,332,286,26,185,5,837,5.1 %
15,15 - Laurentides,63,267,306,65,116,14,831,5.1 %
16,16 - Montérégie,16,733,945,78,636,13,2421,14.8 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,16,0,0,1,17,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),344,6244,5793,529,3255,209,16374,
9999,Ensemble du Québec (%),2.1 %,38.1 %,35.4 %,3.2 %,19.9 %,1.3 %,.,100.0 %

