No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,194,8,26,0,244,1.4 %
02,02 - Saguenay-Lac-Saint-Jean,0,177,214,13,165,12,581,3.2 %
03,03 - Capitale-Nationale,9,697,528,42,518,43,1837,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,158,946,23,115,5,1251,6.9 %
05,05 - Estrie,4,213,328,29,221,17,812,4.5 %
06,06 - Montréal,220,2913,1632,163,862,84,5874,32.6 %
07,07 - Outaouais,11,110,174,18,77,9,399,2.2 %
08,08 - Abitibi-Témiscamingue,3,42,70,6,20,1,142,0.8 %
09,09 - Côte-Nord,0,0,61,0,1,0,62,0.3 %
10,10 - Nord-du-Québec,0,0,8,0,0,0,8,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,70,0,13,0,99,0.5 %
12,12 - Chaudière-Appalaches,6,200,353,11,213,7,790,4.4 %
13,13 - Laval,6,587,357,66,244,14,1274,7.1 %
14,14 - Lanaudière,3,357,342,26,194,6,928,5.1 %
15,15 - Laurentides,64,298,414,70,139,14,999,5.5 %
16,16 - Montérégie,16,743,1197,81,653,13,2703,15.0 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,20,0,0,1,21,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),349,6524,6921,556,3461,226,18037,
9999,Ensemble du Québec (%),1.9 %,36.2 %,38.4 %,3.1 %,19.2 %,1.3 %,.,100.0 %

