Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;16;241;219,4;5421;4935,3;0;;0;
5-9 ans;24;421;391,3;7397;6875,8;0;;0;
10-19 ans;36;434;218,2;16259;8173,8;0;;0;
20-29 ans;21;498;153;25476;7824,8;0;;< 5;n.p.
30-39 ans;24;516;157,2;22480;6849,2;0;;7;n.p.
40-49 ans;25;426;153,5;21247;7654;0;;24;* 8,6
50-59 ans;18;240;93,6;17105;6668,6;< 5;n.p.;107;41,7
60-69 ans;13;146;67,5;10362;4789,8;< 5;n.p.;334;154,4
70-79 ans;< 5;104;72;6733;4659,3;< 5;n.p.;842;582,7
80 ans et +;6;91;90,5;12132;12060,7;11;* 10,9;3482;3461,5
Manquant;0;< 5;;95;;0;;0;
Total;187;3118;150,9;144707;7005,4;16;* 0,8;4799;232,3
