,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3922,11,3896,26,50,0,3812,60,196934.5,1991.53,30.49,25.39
02,02 - Saguenay-Lac-Saint-Jean,10949,21,10728,221,269,0,10590,90,277505,3945.51,32.45,96.94
03,03 - Capitale-Nationale,32625,9,32273,352,1109,0,31372,144,757803,4305.21,18.94,146.34
04,04 - Mauricie et Centre-du-Québec,15104,8,14865,239,518,0,14504,82,523331.5,2886.12,15.64,98.98
05,05 - Estrie,14767,14,14249,518,348,0,14207,212,494966.5,2983.43,42.68,70.31
06,06 - Montréal,131496,89,128573,2923,4747,3,125482,1267,2072060.5,6346.15,60.96,229.10
07,07 - Outaouais,12244,11,11797,447,214,0,11865,165,402744,3040.14,40.80,53.14
08,08 - Abitibi-Témiscamingue,1116,2,1083,33,9,0,1102,5,147637,755.91,3.39,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,566,3,89700.5,637.68,3.36,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,108,1,13521.5,806.12,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2020,1,2000,20,45,0,1956,19,89823,2248.87,21.19,50.10
12,12 - Chaudière-Appalaches,19015,34,18735,280,352,0,18401,262,431109.5,4410.71,60.66,81.65
13,13 - Laval,31286,20,29478,1808,911,0,30178,197,444658.5,7035.96,44.11,204.88
14,14 - Lanaudière,23821,6,23110,711,516,0,23173,132,522367,4560.20,25.16,98.78
15,15 - Laurentides,20812,12,20208,604,505,0,20182,125,630238,3302.24,19.73,80.13
16,16 - Montérégie,50892,37,48940,1952,1549,1,48904,439,1438226,3538.53,30.41,107.70
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,442,4,437,5,0,0,430,12,.,.,.,.
999,Ensemble du Québec,371361,279,361199,10162,11148,4,356998,3215,8565469.5,4335.56,37.42,130.15

