,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1184,9,1171,13,24,0,1077,83,197074,600.79,42.12,12.18
02,02 - Saguenay–Lac-Saint-Jean,7046,57,6877,169,194,1,6125,727,277632,2537.89,261.86,69.88
03,03 - Capitale-Nationale,15902,219,15623,279,593,10,13136,2173,755459,2104.95,287.64,78.50
04,04 - Mauricie et Centre-du-Québec,8823,85,8610,213,332,3,7441,1050,522341,1689.13,201.02,63.56
05,05 - Estrie,6905,76,6561,344,127,3,5754,1024,493163,1400.15,207.64,25.75
06,06 - Montréal,63721,893,60950,2771,3764,3,53606,6351,2065657,3084.78,307.46,182.22
07,07 - Outaouais,4348,29,4049,299,99,0,3848,401,401032,1084.20,99.99,24.69
08,08 - Abitibi-Témiscamingue,318,1,285,33,4,0,297,17,147616,215.42,11.52,2.71
09,09 - Côte-Nord,281,11,268,13,3,0,236,42,90033,312.11,46.65,3.33
10,10 - Nord-du-Québec,64,0,62,2,0,0,59,5,13558,472.05,36.88,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1534,3,1515,19,42,0,1439,53,89998,1704.48,58.89,46.67
12,12 - Chaudière-Appalaches,7332,90,7085,247,163,2,6299,870,430309,1703.89,202.18,37.88
13,13 - Laval,14727,162,13430,1297,738,0,12521,1468,442745,3326.29,331.57,166.69
14,14 - Lanaudière,13907,116,13202,705,379,1,12305,1223,520092,2673.95,235.15,72.87
15,15 - Laurentides,9667,91,9068,599,350,0,8560,757,626968,1541.86,120.74,55.82
16,16 - Montérégie,25321,337,23895,1426,981,5,21788,2552,1432751,1767.30,178.12,68.47
17,17 - Nunavik,29,0,27,2,0,0,29,0,14260,203.37,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,19,1,19,0,1,0,15,3,18385,103.35,16.32,5.44
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,144,3,142,2,0,0,134,10,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,181276,2183,172843,8433,7794,28,154673,18809,8539073,2122.90,220.27,91.27
