,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1485,3,1468,17,30,0,1437,18,196934.5,754.06,9.15,15.23
02,02 - Saguenay–Lac-Saint-Jean,8772,1,8584,188,262,0,8486,24,277505,3161.02,8.65,94.41
03,03 - Capitale-Nationale,21788,41,21458,330,955,1,20300,533,757803,2875.15,70.12,126.02
04,04 - Mauricie et Centre-du-Québec,12448,22,12219,229,480,5,11562,406,523331.5,2378.61,77.43,91.72
05,05 - Estrie,10930,37,10509,421,286,1,10292,352,494966.5,2208.23,70.86,57.78
06,06 - Montréal,98769,381,95923,2846,4395,12,89070,5304,2072060.5,4766.7,255.19,212.11
07,07 - Outaouais,5960,7,5568,392,156,0,5698,106,402744,1479.85,26.21,38.73
08,08 - Abitibi-Témiscamingue,733,5,700,33,6,1,700,27,147637,496.49,18.29,4.06
09,09 - Côte-Nord,348,3,333,15,3,0,337,8,89700.5,387.96,8.95,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,86,1,13521.5,643.42,7.42,0
11,11 - Gaspésie–Îles-de-la-Madeleine,1691,-1,1672,19,45,0,1643,3,89823,1882.59,3.35,50.1
12,12 - Chaudière-Appalaches,11342,42,11080,262,275,1,10713,354,431109.5,2630.89,81.96,63.79
13,13 - Laval,23036,67,21570,1466,848,0,21232,956,444658.5,5180.6,214.08,190.71
14,14 - Lanaudière,19173,50,18463,710,478,4,18086,609,522367,3670.41,116.08,91.51
15,15 - Laurentides,15174,42,14577,597,453,1,14174,547,630238,2407.66,86.34,71.88
16,16 - Montérégie,39606,126,37986,1620,1404,6,36456,1746,1438226,2753.81,120.94,97.62
17,17 - Nunavik,40,0,38,2,0,0,38,2,14336.5,279.01,13.88,0
18,18 - Terres-Cries-de-la-Baie-James,114,0,114,0,2,0,107,5,18507,615.98,26.84,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,237,0,233,4,0,0,231,6,.,.,.,.
999,Ensemble du Québec,271737,826,262584,9153,10078,32,250652,11007,8565469.5,3172.47,128.11,117.66
