Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;14;160;145,7;900;819,4;0;;0;
5-9 ans;16;246;228,7;1095;1017,8;0;;0;
10-19 ans;36;627;315,2;3798;1909,4;0;;0;
20-29 ans;44;595;182,8;7892;2424;0;;< 5;n.p.
30-39 ans;29;575;175,2;6712;2045;0;;< 5;n.p.
40-49 ans;38;616;221,9;6521;2349,1;0;;16;* 5,8
50-59 ans;43;496;193,4;5628;2194,2;0;;70;27,3
60-69 ans;24;278;128,5;3646;1685,4;< 5;n.p.;233;107,7
70-79 ans;16;156;108;3036;2100,9;11;* 7,6;615;425,6
80 ans et +;25;233;231,6;7542;7497,7;20;* 19,9;2625;2609,6
Manquant;0;< 5;;98;;0;;0;
Total;285;3984;192,9;46868;2268,9;34;* 1,6;3566;172,6
