,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3947,0,3921,26,51,0,3884,12,196934.5,2004.22,6.10,25.90
02,02 - Saguenay-Lac-Saint-Jean,11004,2,10783,221,270,0,10722,12,277505,3965.33,4.33,97.30
03,03 - Capitale-Nationale,32743,2,32391,352,1115,0,31580,48,757803,4320.78,6.31,147.14
04,04 - Mauricie et Centre-du-Québec,15166,2,14927,239,525,0,14613,28,523331.5,2897.97,5.34,100.32
05,05 - Estrie,14873,0,14355,518,351,0,14473,49,494966.5,3004.85,9.86,70.91
06,06 - Montréal,132356,37,129435,2921,4761,2,127040,555,2072060.5,6387.65,26.70,229.77
07,07 - Outaouais,12430,4,11983,447,214,0,12148,68,402744,3086.33,16.81,53.14
08,08 - Abitibi-Témiscamingue,1145,1,1112,33,9,0,1123,13,147637,775.55,8.80,6.10
09,09 - Côte-Nord,573,0,554,19,4,0,569,0,89700.5,638.79,0.00,4.46
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2056,0,2036,20,45,0,1992,19,89823,2288.95,21.19,50.10
12,12 - Chaudière-Appalaches,19244,5,18963,281,357,0,18808,79,431109.5,4463.83,18.29,82.81
13,13 - Laval,31492,9,29678,1814,912,0,30467,113,444658.5,7082.29,25.30,205.10
14,14 - Lanaudière,23969,8,23258,711,516,0,23346,107,522367,4588.54,20.39,98.78
15,15 - Laurentides,20949,10,20345,604,506,0,20382,61,630238,3323.98,9.63,80.29
16,16 - Montérégie,51235,22,49282,1953,1552,0,49479,204,1438226,3562.37,14.13,107.91
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.
99,Hors Québec,460,1,455,5,0,0,450,10,.,.,.,.
999,Ensemble du Québec,373921,103,363752,10169,11191,2,361352,1378,8565469.5,4365.45,16.04,130.65

