,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,12418,58,12379,39,85,2,11173,1160,197738.33333,6280.02,586.86,42.99,79
02,02 - Saguenay-Lac-Saint-Jean,21550,128,21191,359,319,4,19942,1289,278600,7735.10,462.68,114.50,128
03,03 - Capitale-Nationale,66343,409,65978,365,1291,19,60162,4890,761103.66667,8716.68,637.90,169.62,358
04,04 - Mauricie et Centre-du-Québec,43965,242,43727,238,774,7,39814,3377,527666.66667,8331.96,636.83,146.68,254
05,05 - Estrie,38896,138,38371,525,501,1,36807,1588,502406,7741.95,312.61,99.72,270
06,06 - Montréal,270200,470,266883,3317,5205,6,256632,8363,2061667.3333,13105.90,403.72,252.47,912
07,07 - Outaouais,33255,89,32806,449,263,0,31712,1280,405378.66667,8203.44,312.39,64.88,136
08,08 - Abitibi-Témiscamingue,5959,43,5921,38,42,1,5190,727,147876.33333,4029.72,491.41,28.40,60
09,09 - Côte-Nord,3952,50,3925,27,12,1,3274,666,90082.333333,4387.10,742.74,13.32,42
10,10 - Nord-du-Québec,790,14,663,127,0,0,715,75,13383.666667,5902.72,563.74,0.00,14
11,11 - Gaspésie-Îles-de-la-Madeleine,4566,11,4530,36,50,0,4283,233,90783.333333,5029.56,256.34,55.08,19
12,12 - Chaudière-Appalaches,48027,225,47751,276,490,3,44624,2913,434525.66667,11052.74,667.25,112.77,259
13,13 - Laval,63300,116,61338,1962,1007,2,60687,1606,445993.33333,14193.04,356.79,225.79,171
14,14 - Lanaudière,59302,206,58588,714,656,3,56068,2578,530581,11176.80,480.07,123.64,244
15,15 - Laurentides,64167,204,63560,607,644,12,61239,2284,640046.66667,10025.36,352.08,100.62,299
16,16 - Montérégie,121474,286,119567,1907,1931,2,113991,5552,1452381.3333,8363.78,378.51,132.95,526
17,17 - Nunavik,2243,17,2239,4,9,0,2054,180,14619,15343.05,1210.41,61.56,37
18,18 - Terres-Cries-de-la-Baie-James,1744,20,1540,204,6,0,1539,199,18660.333333,9346.03,1048.97,32.15,41
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2466,4,2458,8,1,0,2418,47,.,.,.,.,10
999,Ensemble du Québec,864621,2730,853418,11203,13286,63,812328,39007,8613493.6667,10037.98,449.53,154.25,3859

