No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,12,48,5,17,0,85,0.6 %
02,02 - Saguenay-Lac-Saint-Jean,0,96,109,7,98,9,319,2.4 %
03,03 - Capitale-Nationale,5,563,275,37,381,30,1291,9.7 %
04,04 - Mauricie et Centre-du-Québec,5,156,476,22,110,5,774,5.8 %
05,05 - Estrie,3,139,188,21,138,12,501,3.8 %
06,06 - Montréal,214,2791,1226,149,749,76,5205,39.2 %
07,07 - Outaouais,11,88,89,15,57,3,263,2.0 %
08,08 - Abitibi-Témiscamingue,2,6,28,1,5,0,42,0.3 %
09,09 - Côte-Nord,0,0,11,0,1,0,12,0.1 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,22,0,13,0,50,0.4 %
12,12 - Chaudière-Appalaches,5,136,185,9,149,6,490,3.7 %
13,13 - Laval,3,524,222,56,195,7,1007,7.6 %
14,14 - Lanaudière,3,293,202,18,136,4,656,4.9 %
15,15 - Laurentides,64,221,190,60,95,14,644,4.8 %
16,16 - Montérégie,16,669,648,67,521,10,1931,14.5 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,5,0,0,1,6,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),334,5709,3934,467,2665,177,13286,
9999,Ensemble du Québec (%),2.5 %,43.0 %,29.6 %,3.5 %,20.1 %,1.3 %,.,100.0 %

