,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3968,0,3942,26,53,0,3911,4,196934.5,2014.88,2.03,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11022,0,10800,222,271,0,10749,2,277505,3971.82,0.72,97.66,0
03,03 - Capitale-Nationale,32820,2,32467,353,1117,0,31673,30,757803,4330.94,3.95,147.40,4
04,04 - Mauricie et Centre-du-Québec,15214,3,14974,240,526,0,14672,16,523331.5,2907.14,3.05,100.51,2
05,05 - Estrie,14916,0,14398,518,352,0,14542,22,494966.5,3013.54,4.43,71.12,0
06,06 - Montréal,133181,25,130237,2944,4769,0,128121,291,2072060.5,6427.47,14.00,230.16,43
07,07 - Outaouais,12571,2,12124,447,215,0,12331,25,402744,3121.34,6.18,53.38,5
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1137,0,147637,776.23,0.00,6.10,0
09,09 - Côte-Nord,578,0,559,19,4,0,573,1,89700.5,644.37,1.12,4.46,0
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2065,0,2045,20,46,0,2016,3,89823,2298.97,3.35,51.21,0
12,12 - Chaudière-Appalaches,19285,0,19003,282,368,0,18907,10,431109.5,4473.34,2.32,85.36,1
13,13 - Laval,31769,16,29940,1829,914,0,30753,102,444658.5,7144.58,22.84,205.55,13
14,14 - Lanaudière,24096,1,23384,712,517,0,23532,47,522367,4612.85,8.96,98.97,3
15,15 - Laurentides,21024,2,20420,604,510,0,20495,19,630238,3335.88,3.00,80.92,4
16,16 - Montérégie,51500,1,49540,1960,1557,0,49870,73,1438226,3580.80,5.06,108.26,5
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,481,0,476,5,0,0,475,6,.,.,.,.,0
999,Ensemble du Québec,375915,52,365696,10219,11231,0,364033,651,8565469.5,4388.73,7.58,131.12,81

