,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3747,25,3723,24,40,0,3353,354,196934.5,1902.66,179.88,20.31
02,02 - Saguenay-Lac-Saint-Jean,10677,8,10458,219,269,0,10204,204,277505,3847.50,73.55,96.94
03,03 - Capitale-Nationale,32266,28,31914,352,1102,0,30729,435,757803,4257.83,57.23,145.42
04,04 - Mauricie et Centre-du-Québec,14840,30,14601,239,515,1,14069,256,523331.5,2835.68,48.82,98.41
05,05 - Estrie,14200,43,13688,512,342,0,13418,440,494966.5,2868.88,88.57,69.10
06,06 - Montréal,129244,173,126325,2919,4714,5,122287,2243,2072060.5,6237.46,107.92,227.50
07,07 - Outaouais,11883,26,11437,446,208,0,11428,247,402744,2950.51,61.07,51.65
08,08 - Abitibi-Témiscamingue,1107,0,1074,33,9,0,1096,2,147637,749.81,1.35,6.10
09,09 - Côte-Nord,566,0,547,19,3,0,547,16,89700.5,630.99,17.90,3.34
10,10 - Nord-du-Québec,102,0,100,2,0,0,97,5,13521.5,754.35,37.08,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1947,7,1927,20,45,0,1857,45,89823,2167.60,50.20,50.10
12,12 - Chaudière-Appalaches,18437,65,18157,280,340,1,17466,631,431109.5,4276.64,146.10,78.87
13,13 - Laval,30818,52,29026,1792,907,1,29423,488,444658.5,6930.71,109.28,203.98
14,14 - Lanaudière,23563,15,22851,712,512,0,22787,264,522367,4510.81,50.32,98.02
15,15 - Laurentides,20420,28,19815,605,499,0,19663,258,630238,3240.05,40.73,79.18
16,16 - Montérégie,50013,54,48065,1948,1542,0,47673,798,1438226,3477.41,55.27,107.22
17,17 - Nunavik,47,0,45,2,0,0,46,1,14336.5,327.83,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,-1,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,-6,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,397,2,392,5,0,0,377,20,.,.,.,.
999,Ensemble du Québec,364396,549,354267,10129,11050,8,346639,6707,8565469.5,4254.24,78.06,129.01

