Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;77;70,1;4713;4290,7;0;;0;
5-9 ans;n.d.;67;62,3;6223;5784,5;0;;0;
10-19 ans;n.d.;222;111,6;14414;7246,3;0;;0;
20-29 ans;n.d.;263;80,8;22221;6825,1;0;;< 5;n.p.
30-39 ans;n.d.;189;57,6;20208;6157;0;;7;n.p.
40-49 ans;n.d.;156;56,2;19627;7070,4;0;;22;* 7,9
50-59 ans;n.d.;115;44,8;16133;6289,7;< 5;n.p.;101;39,4
60-69 ans;n.d.;59;27,3;9858;4556,8;< 5;n.p.;327;151,2
70-79 ans;n.d.;29;* 20,1;6427;4447,5;< 5;n.p.;830;574,4
80 ans et +;n.d.;16;* 15,9;11930;11859,9;6;n.p.;3463;3442,7
Manquant;n.d.;0;;93;;0;;0;
Total;52;1193;57,8;131847;6382,8;13;* 0,6;4753;230,1
