,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3936,1,3910,26,50,0,3843,43,196934.5,1998.63,21.85,25.39
02,02 - Saguenay-Lac-Saint-Jean,10994,5,10773,221,269,0,10654,71,277505,3961.73,25.60,96.94
03,03 - Capitale-Nationale,32680,5,32328,352,1111,0,31475,94,757803,4312.47,12.37,146.61
04,04 - Mauricie et Centre-du-Québec,15148,8,14909,239,520,1,14563,65,523331.5,2894.53,12.40,99.36
05,05 - Estrie,14819,10,14301,518,350,0,14360,109,494966.5,2993.94,21.94,70.71
06,06 - Montréal,131847,52,128925,2922,4753,1,126216,878,2072060.5,6363.09,42.24,229.39
07,07 - Outaouais,12328,21,11881,447,214,0,12009,105,402744,3061.00,25.96,53.14
08,08 - Abitibi-Témiscamingue,1133,1,1100,33,9,0,1104,20,147637,767.42,13.54,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,567,2,89700.5,637.68,2.24,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,108,1,13521.5,806.12,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2035,4,2015,20,45,0,1972,18,89823,2265.57,20.08,50.10
12,12 - Chaudière-Appalaches,19138,19,18857,281,356,0,18571,211,431109.5,4439.24,48.85,82.58
13,13 - Laval,31351,13,29538,1813,911,0,30313,127,444658.5,7050.58,28.44,204.88
14,14 - Lanaudière,23862,7,23151,711,516,0,23257,89,522367,4568.05,16.96,98.78
15,15 - Laurentides,20871,11,20267,604,505,0,20288,78,630238,3311.61,12.31,80.13
16,16 - Montérégie,51035,32,49082,1953,1551,0,49199,285,1438226,3548.47,19.74,107.84
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,449,0,444,5,0,0,439,10,.,.,.,.
999,Ensemble du Québec,372476,189,362308,10168,11166,2,359104,2206,8565469.5,4348.58,25.68,130.36

