,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2650,27,2630,20,37,0,2359,254,196934.5,1345.63,129.07,18.79
02,02 - Saguenay-Lac-Saint-Jean,10029,29,9819,210,266,0,9536,227,277505,3613.99,81.84,95.85
03,03 - Capitale-Nationale,30178,150,29829,349,1057,1,26974,2147,757803,3982.30,282.45,139.48
04,04 - Mauricie et Centre-du-Québec,13928,41,13693,235,509,0,13060,359,523331.5,2661.41,68.47,97.26
05,05 - Estrie,12884,65,12384,500,330,0,12122,432,494966.5,2603.00,86.96,66.67
06,06 - Montréal,123209,307,120303,2906,4664,1,115329,3216,2072060.5,5946.21,154.73,225.09
07,07 - Outaouais,10737,135,10291,446,187,1,9575,975,402744,2665.96,241.06,46.43
08,08 - Abitibi-Témiscamingue,1092,1,1059,33,9,0,1048,35,147637,739.65,23.70,6.10
09,09 - Côte-Nord,460,15,444,16,3,0,406,51,89700.5,512.82,57.07,3.34
10,10 - Nord-du-Québec,90,0,88,2,0,0,90,0,13521.5,665.61,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1814,2,1795,19,45,0,1742,27,89823,2019.53,30.12,50.10
12,12 - Chaudière-Appalaches,15806,171,15529,277,307,3,14080,1419,431109.5,3666.35,328.54,71.21
13,13 - Laval,29086,77,27367,1719,898,0,27537,651,444658.5,6541.20,145.78,201.95
14,14 - Lanaudière,22700,38,21990,710,507,0,21770,423,522367,4345.60,80.63,97.06
15,15 - Laurentides,19301,45,18696,605,495,0,18276,530,630238,3062.49,83.66,78.54
16,16 - Montérégie,47173,144,45250,1923,1528,1,44290,1355,1438226,3279.94,93.86,106.24
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,5,0,5,0,0,0,4,1,.,.,.,.
99,Hors Québec,338,1,333,5,0,0,316,22,.,.,.,.
999,Ensemble du Québec,341645,1248,331668,9977,10845,7,318676,12124,8565469.5,3988.63,141.11,126.61

