,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3947,1,3921,26,51,0,3880,16,196934.5,2004.22,8.13,25.90
02,02 - Saguenay-Lac-Saint-Jean,11002,1,10781,221,270,0,10722,10,277505,3964.61,3.61,97.30
03,03 - Capitale-Nationale,32741,6,32389,352,1115,2,31569,57,757803,4320.52,7.50,147.14
04,04 - Mauricie et Centre-du-Québec,15164,2,14925,239,525,3,14610,29,523331.5,2897.59,5.53,100.32
05,05 - Estrie,14873,3,14355,518,351,0,14462,60,494966.5,3004.85,12.08,70.91
06,06 - Montréal,132319,73,129398,2921,4759,2,126973,587,2072060.5,6385.87,28.24,229.67
07,07 - Outaouais,12426,11,11979,447,214,0,12137,75,402744,3085.33,18.54,53.14
08,08 - Abitibi-Témiscamingue,1144,1,1111,33,9,0,1123,12,147637,774.87,8.13,6.10
09,09 - Côte-Nord,573,1,554,19,4,1,568,1,89700.5,638.79,1.12,4.46
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2056,1,2036,20,45,0,1991,20,89823,2288.95,22.31,50.10
12,12 - Chaudière-Appalaches,19239,5,18958,281,357,0,18789,93,431109.5,4462.67,21.53,82.81
13,13 - Laval,31483,19,29669,1814,912,1,30439,132,444658.5,7080.26,29.56,205.10
14,14 - Lanaudière,23961,8,23250,711,516,0,23336,109,522367,4587.00,20.78,98.78
15,15 - Laurentides,20939,13,20335,604,506,0,20371,62,630238,3322.40,9.79,80.29
16,16 - Montérégie,51213,13,49260,1953,1552,0,49465,196,1438226,3560.85,13.58,107.91
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.
99,Hors Québec,459,2,454,5,0,0,449,10,.,.,.,.
999,Ensemble du Québec,373818,160,363649,10169,11189,9,361160,1469,8565469.5,4364.24,17.10,130.63

